Date,City,Temperature (°C),Max Temperature (°C),Min Temperature (°C),Precipitation (mm),Wind Speed (m/s),Max Wind Speed (m/s),Min Wind Speed (m/s),Estimated Solar Energy Consumption (kWh),Year,Month
2022-07-23,Hamilton,21.95,29.94,13.22,0.3,3.83,4.75,3.01,0.0024552396,2022,7
2022-08-03,Vancouver,-6.09,-3.32,-8.44,4.12,8.9,10.04,7.27,2.0345600000000004e-05,2022,8
2022-08-07,Ottawa,-24.11,-21.28,-29.21,0.13,9.25,10.42,6.74,9.251e-05,2022,8
2022-08-11,Toronto,-29.63,-21.88,-34.87,0.01,3.98,4.62,2.66,0.0002534399999999,2022,8
2022-08-11,Vancouver,-29.55,-24.3,-34.11,0.06,3.43,4.86,2.65,0.0002555564,2022,8
2022-08-11,Montreal,-26.66,-17.98,-35.96,0.45,5.58,7.22,4.25,0.0002684396,2022,8
2022-08-11,Calgary,-26.35,-21.56,-32.97,0.37,3.01,4.18,1.51,0.0002684396,2022,8
2022-08-11,Edmonton,-29.22,-23.29,-34.4,0.04,6.01,8.85,3.15,0.0003136716,2022,8
2022-08-11,Quebec City,-23.07,-17.13,-33.13,1.18,6.87,10.61,0.77,0.0001332144,2022,8
2022-08-13,Edmonton,-29.26,-23.04,-36.43,0.0,4.93,7.22,2.93,0.0006121675999999,2022,8
2022-08-17,Winnipeg,-6.05,-4.37,-8.55,6.59,8.66,9.29,8.08,0.0014446476,2022,8
2022-08-20,Ottawa,8.92,16.34,0.01,0.01,3.93,5.65,0.4,0.0024684044,2022,8
2022-08-21,Quebec City,17.13,24.22,8.32,0.01,2.38,3.62,0.55,0.0026907056,2022,8
2022-08-21,Winnipeg,18.83,27.68,9.62,0.03,4.75,6.7,3.0,0.0024882176,2022,8
2022-08-22,Vancouver,13.76,20.68,5.93,0.32,4.1,5.83,2.6,0.002816,2022,8
2022-08-22,Winnipeg,20.43,29.7,9.71,0.75,7.77,9.04,5.76,0.0024882176,2022,8
2022-08-22,Hamilton,24.63,31.19,17.02,0.75,8.13,10.5,6.63,0.0025817264,2022,8
2022-08-23,Toronto,23.36,31.27,15.03,0.21,7.45,9.21,6.0,0.0029297664,2022,8
2022-08-23,Calgary,22.06,28.11,15.18,0.15,3.03,4.17,2.07,0.0024816044,2022,8
2022-08-24,Calgary,16.32,21.89,10.89,3.35,5.35,6.43,3.03,0.0032240384,2022,8
2022-08-24,Ottawa,18.63,25.42,11.2,0.21,2.15,3.78,1.11,0.0031342783999999,2022,8
2022-08-24,Edmonton,22.04,30.11,11.86,0.02,2.91,4.08,0.92,0.0024684044,2022,8
2022-08-25,Vancouver,21.73,28.77,12.85,0.37,2.91,4.41,2.13,0.0026291276,2022,8
2022-08-25,Calgary,28.64,36.87,19.26,0.7,7.29,10.07,5.23,0.0027183024,2022,8
2022-08-25,Halifax,21.93,26.72,17.16,0.62,3.28,4.94,2.06,0.00250811,2022,8
2022-08-26,Calgary,23.2,28.97,15.85,0.02,4.37,6.81,1.42,0.00257499,2022,8
2022-08-26,Ottawa,24.38,30.21,16.86,0.0,1.31,3.5,0.21,0.0024618176,2022,8
2022-08-26,Halifax,19.84,27.13,9.97,1.45,4.43,6.65,1.73,0.0027390924,2022,8
2022-09-10,Montreal,-8.96,-2.55,-12.91,0.46,9.62,11.3,7.28,3.39488e-05,2022,9
2022-09-19,Edmonton,-17.93,-13.3,-24.37,1.03,10.07,11.57,4.82,0.0001318688,2022,9
2022-09-20,Toronto,-2.47,1.59,-7.49,5.67,10.95,13.37,6.75,2.8275199999999997e-05,2022,9
2022-09-20,Vancouver,-11.14,-3.39,-16.68,1.02,10.87,16.37,4.95,0.00055112,2022,9
2022-09-21,Calgary,-4.58,-0.75,-8.52,0.2,12.0,13.24,10.28,0.0002048287999999,2022,9
2022-09-21,Quebec City,-7.96,-1.85,-14.94,0.34,9.74,12.58,6.13,0.00081608,2022,9
2022-09-22,Calgary,-8.05,-4.55,-11.37,1.32,8.8,11.06,6.99,0.0004694048,2022,9
2022-09-28,Montreal,7.82,10.55,4.78,22.25,7.01,9.3,3.79,8.398080000000002e-05,2022,9
2022-09-30,Winnipeg,13.42,18.55,8.69,27.04,6.25,9.01,2.08,0.0002455328,2022,9
2022-10-03,Ottawa,19.71,23.22,14.56,20.78,4.19,6.61,1.37,0.0009715232,2022,10
2022-10-11,Vancouver,16.66,21.09,10.81,0.76,11.17,13.82,5.69,4.30592e-05,2022,10
2022-10-11,Quebec City,12.63,18.88,4.6,1.49,11.58,14.03,7.8,0.0001577088,2022,10
2022-10-15,Ottawa,3.46,8.77,-2.11,0.29,9.51,12.1,6.9,9.139520000000002e-05,2022,10
2022-10-18,Ottawa,-30.2,-24.79,-34.79,0.04,1.9,2.45,1.3,3.59552e-05,2022,10
2022-10-20,Halifax,-10.45,-0.4,-21.01,4.54,9.91,13.51,0.98,5.242880000000001e-05,2022,10
2022-10-21,Toronto,-21.77,-19.5,-24.93,0.64,11.49,13.21,8.31,7.688000000000001e-05,2022,10
2022-10-22,Montreal,-6.94,-3.86,-11.53,0.55,9.19,14.26,4.98,2.048e-05,2022,10
2022-10-22,Winnipeg,-15.35,-10.03,-23.18,0.45,10.99,15.17,3.91,4.6080000000000006e-05,2022,10
2022-10-22,Hamilton,-9.63,-4.88,-15.82,2.93,10.29,13.91,5.5,4.2319999999999995e-05,2022,10
2022-10-25,Edmonton,0.17,1.7,-3.82,3.96,10.32,14.5,4.87,0.00010952,2022,10
2022-10-25,Quebec City,-3.0,-1.45,-5.47,0.26,10.51,14.2,6.39,0.0004333568,2022,10
2022-10-27,Quebec City,0.36,8.23,-9.51,0.2,9.5,13.92,4.96,0.0005018112,2022,10
2022-10-27,Winnipeg,-1.79,2.21,-8.23,0.66,8.77,11.09,6.7,0.0002315552,2022,10
2022-10-28,Montreal,-0.25,2.03,-3.36,0.8,9.67,12.16,5.74,9.139520000000002e-05,2022,10
2022-10-30,Calgary,7.96,17.1,-1.0,1.19,8.8,14.14,3.38,0.0009963647999999,2022,10
2022-10-30,Winnipeg,12.59,19.74,2.01,4.96,9.72,15.0,4.27,0.0001267232,2022,10
2022-11-08,Vancouver,22.79,27.72,18.29,22.98,6.52,9.74,2.91,0.000394272,2022,11
2022-11-10,Vancouver,21.83,28.41,17.29,20.69,4.09,6.0,1.15,0.000808992,2022,11
2022-11-10,Montreal,15.56,18.23,11.1,24.67,5.73,8.19,2.41,0.0003784499999999,2022,11
2022-11-14,Vancouver,24.06,29.67,19.55,23.07,6.36,9.51,4.02,0.00036125,2022,11
2022-11-14,Quebec City,19.91,23.38,15.27,25.11,6.07,13.36,1.33,0.000144722,2022,11
2022-11-21,Edmonton,-7.24,-6.01,-8.58,0.36,11.92,13.72,10.1,0.000117128,2022,11
2022-11-22,Vancouver,8.41,14.69,1.23,19.59,12.41,17.51,6.43,2.0808000000000008e-05,2022,11
2022-11-23,Winnipeg,-3.65,-0.94,-5.62,0.82,7.58,8.6,6.47,4.5602e-05,2022,11
2022-11-25,Vancouver,4.38,7.83,2.6,11.1,4.28,14.9,2.19,2.312e-06,2022,11
2022-11-25,Montreal,1.23,3.99,-0.69,1.14,9.81,13.6,5.58,1.4792e-05,2022,11
2022-11-25,Hamilton,-8.78,-7.8,-10.0,0.31,8.52,10.4,6.75,6.265800000000001e-05,2022,11
2022-11-25,Halifax,-6.66,-4.12,-9.7,0.38,10.47,12.42,8.76,1.0952e-05,2022,11
2022-11-26,Quebec City,-13.8,-10.85,-16.5,1.16,10.56,12.25,8.57,2.8322e-05,2022,11
2022-11-26,Winnipeg,-11.23,-7.95,-15.55,1.0,9.94,11.55,8.17,5.2488000000000017e-05,2022,11
2022-11-29,Winnipeg,-10.62,-7.37,-13.44,1.97,7.9,8.62,6.9,2.888000000000001e-06,2022,11
2022-12-05,Hamilton,9.7,15.7,1.59,3.53,10.88,17.05,6.56,0.0001884979999999,2022,12
2022-12-06,Vancouver,11.19,21.81,3.34,4.88,6.69,14.49,2.21,0.0005140979999999,2022,12
2022-12-11,Winnipeg,19.23,22.63,16.24,22.03,4.29,7.24,0.83,0.000160178,2022,12
2022-12-13,Quebec City,15.41,17.79,12.46,27.66,8.24,11.47,3.59,3.0258000000000004e-05,2022,12
2022-12-23,Ottawa,8.49,10.19,6.64,2.51,9.79,11.66,7.32,6.055199999999999e-05,2022,12
2022-12-25,Halifax,12.0,16.12,8.01,28.31,7.38,9.68,5.09,7.938000000000001e-06,2022,12
2022-12-26,Toronto,6.78,12.48,3.95,2.48,10.05,11.83,7.58,9.7682e-05,2022,12
2022-12-27,Edmonton,4.57,7.3,1.52,2.53,10.41,12.38,6.22,3.6450000000000005e-05,2022,12
2022-12-28,Vancouver,11.2,14.24,2.01,4.08,9.58,11.85,6.99,6.5522e-05,2022,12
2022-12-31,Vancouver,-3.61,-2.06,-5.01,0.6,8.51,10.87,6.84,1.5137999999999998e-05,2022,12
2022-12-31,Quebec City,8.01,13.61,1.88,0.29,9.04,14.22,3.26,8.820000000000004e-05,2022,12
2023-01-02,Calgary,-0.01,4.14,-6.74,10.98,8.87,15.37,1.49,2.312e-06,2023,1
2023-01-03,Halifax,1.13,3.22,-1.29,1.93,9.97,13.81,6.83,9.522e-06,2023,1
2023-01-06,Calgary,-0.22,6.22,-8.78,3.6,8.62,14.77,3.93,8.2418e-05,2023,1
2023-01-06,Ottawa,3.55,11.48,-1.16,0.77,9.51,14.96,3.73,0.000177608,2023,1
2023-01-07,Vancouver,-2.9,1.13,-13.51,0.9,9.96,13.1,4.96,0.0002231119999999,2023,1
2023-01-07,Montreal,3.77,7.87,-0.71,3.65,9.08,14.28,5.27,0.000329672,2023,1
2023-01-07,Calgary,-0.62,6.47,-7.86,3.59,11.11,15.94,5.99,0.000125,2023,1
2023-01-09,Winnipeg,0.19,6.44,-2.45,19.91,6.86,9.83,2.29,3.0258000000000004e-05,2023,1
2023-01-10,Vancouver,4.62,8.23,-1.57,16.87,9.41,17.18,3.69,3.4848e-05,2023,1
2023-01-10,Ottawa,11.76,13.88,7.63,26.48,11.28,14.42,5.5,2.88e-05,2023,1
2023-01-23,Halifax,25.34,30.01,23.19,20.38,5.05,12.44,0.13,0.000219122,2023,1
2023-01-24,Montreal,22.79,27.97,17.92,19.93,6.45,13.05,0.64,0.000199712,2023,1
2023-01-28,Quebec City,14.63,16.26,13.33,8.57,8.46,10.44,6.57,2.1632e-05,2023,1
2023-02-02,Hamilton,-0.74,0.76,-2.79,1.04,11.41,13.56,7.19,2.5088000000000008e-05,2023,2
2023-02-02,Halifax,-1.7,0.3,-3.11,0.03,10.78,12.42,7.1,5.848200000000001e-05,2023,2
2023-02-05,Calgary,-10.52,-9.43,-12.37,2.65,9.66,14.38,6.12,4.1472e-05,2023,2
2023-02-07,Calgary,-4.42,0.86,-9.43,0.99,11.0,13.81,4.2,1.5488e-05,2023,2
2023-02-07,Halifax,-1.22,3.72,-6.08,14.61,8.53,16.39,3.78,3.698e-06,2023,2
2023-02-08,Toronto,1.0,5.0,-4.21,5.94,9.37,15.67,4.63,5.3138e-05,2023,2
2023-02-09,Edmonton,0.69,2.56,-1.78,2.23,8.11,9.44,6.7,2.3328e-05,2023,2
2023-02-09,Quebec City,-1.68,0.46,-2.97,1.3,8.75,11.09,7.43,4.805000000000001e-05,2023,2
2023-02-11,Montreal,-0.39,1.84,-3.16,8.56,6.92,13.66,2.66,1.125e-05,2023,2
2023-02-12,Halifax,8.69,14.67,-3.85,14.12,10.89,16.3,8.26,3.6992e-05,2023,2
2023-02-13,Edmonton,7.5,12.67,1.04,7.81,8.03,15.19,4.24,1.8432e-05,2023,2
2023-02-13,Quebec City,2.14,8.6,-1.73,0.15,11.35,18.3,5.16,0.000357858,2023,2
2023-02-14,Montreal,-9.71,-7.96,-11.35,1.76,8.73,9.83,7.98,9.7682e-05,2023,2
2023-02-14,Calgary,-8.27,-4.9,-10.89,0.56,11.0,13.5,6.44,0.000221778,2023,2
2023-02-16,Edmonton,4.03,8.21,0.34,21.48,8.71,11.79,5.59,1.3778000000000004e-05,2023,2
2023-02-16,Quebec City,0.21,3.39,-2.25,3.31,10.31,12.79,5.39,0.00036125,2023,2
2023-02-17,Halifax,4.97,6.59,3.9,25.7,6.77,9.14,2.56,2.3762000000000004e-05,2023,2
2023-02-19,Ottawa,4.88,9.3,2.42,19.94,7.6,9.49,6.4,4.8672e-05,2023,2
2023-02-21,Ottawa,12.02,13.41,10.05,20.09,5.78,7.87,1.58,5.056200000000001e-05,2023,2
2023-02-24,Calgary,21.0,24.39,16.71,31.51,5.35,9.7,2.08,0.000157922,2023,2
2023-03-09,Montreal,5.17,8.39,3.04,0.42,9.02,11.54,7.11,8.08992e-05,2023,3
2023-03-12,Hamilton,5.77,9.89,-1.44,3.42,11.32,12.76,9.9,1.1520000000000002e-05,2023,3
2023-03-12,Halifax,-1.72,1.51,-4.75,0.05,9.4,12.33,7.03,0.00014112,2023,3
2023-03-14,Montreal,1.75,3.59,-0.6,1.26,9.17,11.39,6.95,4.0140800000000014e-05,2023,3
2023-03-15,Quebec City,-12.01,-9.3,-15.27,0.27,9.8,12.82,7.66,4.0140800000000014e-05,2023,3
2023-03-16,Montreal,-1.62,0.87,-4.47,3.82,8.9,10.32,7.32,1.11392e-05,2023,3
2023-03-16,Quebec City,0.01,10.1,-10.68,10.07,10.12,12.39,5.65,1.23008e-05,2023,3
2023-03-17,Calgary,-3.72,0.2,-7.79,0.47,9.05,12.9,6.71,0.0001663488,2023,3
2023-03-21,Toronto,3.91,8.85,-2.28,3.39,10.57,14.63,6.01,0.00045,2023,3
2023-03-21,Edmonton,-1.03,1.86,-3.84,1.11,9.2,10.88,6.81,0.0003155072,2023,3
2023-03-24,Ottawa,2.39,7.42,-3.23,5.41,8.38,14.01,2.76,0.0004967552,2023,3
2023-03-24,Hamilton,-0.14,5.9,-4.32,8.58,11.38,17.66,1.42,0.0003634208,2023,3
2023-03-25,Hamilton,-1.77,1.21,-4.98,14.71,10.35,12.68,5.31,3.07328e-05,2023,3
2023-03-25,Halifax,-1.84,0.89,-4.52,12.39,12.09,13.71,9.28,5e-05,2023,3
2023-03-27,Hamilton,13.0,23.77,6.9,10.32,8.58,18.22,1.34,0.0006365311999999,2023,3
2023-04-07,Calgary,24.4,30.2,20.9,20.34,3.25,6.27,1.68,0.00035912,2023,4
2023-04-10,Hamilton,22.79,30.48,13.59,4.71,9.38,14.72,2.06,0.0005807232,2023,4
2023-04-13,Quebec City,8.26,14.74,2.64,0.19,8.56,11.2,6.9,0.0001131007999999,2023,4
2023-04-15,Ottawa,9.21,13.65,6.87,9.43,9.53,14.33,3.11,0.0001318688,2023,4
2023-04-17,Edmonton,-1.07,0.14,-2.03,2.75,8.29,9.69,7.15,2.1516800000000004e-05,2023,4
2023-04-21,Hamilton,-2.55,0.27,-5.83,1.73,9.17,10.43,7.7,6.543679999999999e-05,2023,4
2023-04-22,Halifax,-16.77,-15.26,-19.43,0.99,11.44,12.64,10.1,0.0001722367999999,2023,4
2023-04-23,Ottawa,-9.12,-5.86,-13.2,1.04,9.51,11.63,6.69,0.0001438208,2023,4
2023-04-24,Hamilton,-6.17,2.85,-11.42,0.5,13.74,16.16,10.77,0.0001204352,2023,4
2023-04-25,Calgary,-4.72,-0.89,-6.4,1.92,11.18,13.19,7.7,8.606720000000002e-05,2023,4
2023-04-26,Ottawa,1.5,8.29,-3.84,6.19,12.66,18.6,5.3,5.491520000000001e-05,2023,4
2023-04-26,Edmonton,-7.17,-4.88,-9.95,0.69,13.76,18.86,5.8,0.0001737248,2023,4
2023-04-27,Hamilton,2.06,4.33,-0.84,8.08,11.45,15.0,6.64,3.13632e-05,2023,4
2023-04-27,Halifax,-0.87,1.86,-3.47,0.13,9.8,11.94,6.61,6.727999999999999e-05,2023,4
2023-04-28,Calgary,4.44,9.11,-1.72,2.91,9.89,12.07,7.81,7.2e-05,2023,4
2023-04-29,Toronto,-0.6,3.51,-5.7,0.15,8.95,13.73,3.63,0.0003135008,2023,4
2023-04-29,Hamilton,3.5,12.08,-0.38,23.38,6.53,11.06,3.05,2.9491199999999996e-05,2023,4
2023-05-10,Winnipeg,23.99,28.15,20.67,19.96,2.49,4.34,0.73,0.0005617952,2023,5
2023-05-21,Ottawa,2.23,5.49,-0.51,1.5,8.26,14.9,2.23,4.53152e-05,2023,5
2023-05-28,Edmonton,3.47,9.3,-0.58,28.5,7.09,12.62,2.36,5.644799999999999e-06,2023,5
2023-06-01,Calgary,-0.07,3.97,-4.35,2.18,8.75,13.76,6.07,5.03756e-05,2023,6
2023-06-02,Montreal,-5.46,-3.88,-6.73,0.91,13.29,16.34,7.24,0.0002728044,2023,6
2023-06-02,Calgary,-6.52,-5.12,-7.98,0.42,10.76,12.99,6.75,0.0002227499999999,2023,6
2023-06-03,Winnipeg,4.43,7.13,-1.53,2.4,10.52,14.96,4.02,0.00029744,2023,6
2023-06-04,Ottawa,7.09,17.77,-5.21,1.96,11.07,15.02,7.07,0.0003649536,2023,6
2023-06-05,Calgary,9.22,19.61,3.74,11.09,8.74,14.9,3.77,0.00037004,2023,6
2023-06-06,Edmonton,1.43,6.41,-3.19,0.17,9.66,13.16,4.51,0.0011851884,2023,6
2023-06-06,Hamilton,8.23,14.58,1.36,5.91,8.47,16.07,2.48,0.0001084556,2023,6
2023-06-07,Quebec City,1.34,5.75,-2.99,1.12,10.49,12.42,8.08,0.0011265583999999,2023,6
2023-06-08,Hamilton,12.98,20.59,6.11,0.11,5.31,8.73,2.23,0.0024882176,2023,6
2023-06-09,Hamilton,5.9,14.24,-3.54,0.73,2.04,3.36,0.39,0.0028300976,2023,6
2023-06-10,Calgary,11.14,12.57,9.83,10.19,9.08,11.07,7.69,9.50796e-05,2023,6
2023-06-10,Edmonton,12.53,18.87,6.41,0.02,4.43,6.49,2.21,0.0028371595999999,2023,6
2023-06-10,Quebec City,13.9,21.75,4.84,0.59,2.66,3.51,1.28,0.0030092876,2023,6
2023-06-11,Vancouver,24.22,30.7,17.85,1.43,2.74,4.74,0.7,0.0024882176,2023,6
2023-06-11,Winnipeg,15.04,22.91,6.77,0.0,4.86,7.22,2.8,0.00285131,2023,6
2023-06-12,Calgary,15.98,22.71,10.07,1.5,4.13,5.41,2.83,0.0030972524,2023,6
2023-06-12,Ottawa,18.21,26.39,8.59,1.15,2.73,3.68,1.92,0.0029802476,2023,6
2023-06-12,Edmonton,23.37,32.14,13.38,2.43,3.01,4.32,0.44,0.00274604,2023,6
2023-06-12,Hamilton,14.09,19.4,7.44,0.52,6.15,8.4,2.65,0.00310464,2023,6
2023-06-12,Halifax,12.75,19.93,5.71,0.12,3.31,4.16,2.1,0.00344619,2023,6
2023-06-13,Toronto,12.97,18.84,6.71,0.39,4.29,6.12,2.48,0.0031640576,2023,6
2023-06-13,Vancouver,15.21,22.16,7.48,0.22,3.84,5.98,2.06,0.00325424,2023,6
2023-06-13,Montreal,17.48,25.42,8.49,0.04,2.64,3.27,1.87,0.00299475,2023,6
2023-06-13,Calgary,20.45,28.32,12.76,0.04,2.32,3.55,0.66,0.0031120364,2023,6
2023-06-13,Ottawa,22.29,29.39,14.14,0.28,2.64,3.77,1.33,0.00285131,2023,6
2023-06-13,Quebec City,25.31,31.73,17.92,0.27,2.08,2.62,0.79,0.00254144,2023,6
2023-06-13,Winnipeg,25.61,32.55,17.71,1.39,3.12,4.51,2.04,0.0024816044,2023,6
2023-06-14,Montreal,23.06,30.78,14.93,0.08,4.66,6.27,3.04,0.0024816044,2023,6
2023-06-14,Ottawa,22.57,29.82,14.79,0.02,4.08,5.73,2.71,0.0027390924,2023,6
2023-06-14,Edmonton,24.6,32.28,16.72,0.15,2.89,3.94,1.92,0.0027390924,2023,6
2023-06-14,Quebec City,23.61,29.77,17.27,1.11,2.87,4.25,1.46,0.0025280816,2023,6
2023-06-14,Winnipeg,25.18,31.55,17.8,0.38,2.39,3.76,0.68,0.0026838283999999,2023,6
2023-06-14,Halifax,26.59,33.0,20.11,0.75,4.45,5.54,3.44,0.0024552396,2023,6
2023-06-15,Toronto,25.77,33.49,19.02,0.01,3.62,5.17,2.13,0.0028019376,2023,6
2023-06-15,Montreal,26.51,32.87,19.49,0.03,2.98,4.14,1.64,0.0026291276,2023,6
2023-06-16,Calgary,25.31,33.71,17.18,0.24,3.68,6.18,0.96,0.0027044864,2023,6
2023-06-17,Halifax,23.16,28.18,17.6,28.26,7.85,11.81,4.03,0.0006154544,2023,6
2023-06-27,Toronto,4.22,8.34,-0.36,4.81,9.64,12.54,6.6,7.436000000000001e-05,2023,6
2023-06-27,Vancouver,1.46,4.63,-3.27,0.19,9.57,11.72,6.79,0.0001724976,2023,6
2023-06-28,Ottawa,6.65,12.95,3.12,11.65,10.82,17.72,4.84,8.518400000000001e-06,2023,6
2023-07-05,Vancouver,-1.06,2.76,-4.71,0.34,9.24,11.47,7.74,6.765439999999999e-05,2023,7
2023-07-06,Quebec City,-4.85,0.09,-9.58,3.52,11.53,14.33,7.51,4.667960000000001e-05,2023,7
2023-07-09,Toronto,-3.33,4.01,-8.94,0.47,11.14,15.22,8.39,0.0002168496,2023,7
2023-07-10,Toronto,11.53,18.55,2.3,1.51,11.34,15.38,6.93,0.0003303344,2023,7
2023-07-10,Vancouver,1.26,9.87,-5.26,0.01,8.28,13.93,2.99,0.0010607564,2023,7
2023-07-11,Edmonton,4.94,7.86,-1.05,19.66,7.63,13.67,2.43,0.0001867184,2023,7
2023-07-11,Winnipeg,3.8,10.81,0.0,6.72,8.08,14.52,1.88,8.379359999999998e-05,2023,7
2023-07-15,Toronto,6.27,9.82,1.65,0.46,10.72,14.34,5.95,0.00075779,2023,7
2023-07-16,Montreal,9.59,17.32,2.22,0.08,5.59,7.26,3.72,0.0028583984,2023,7
2023-07-16,Calgary,12.15,20.16,4.12,0.0,4.05,5.25,3.15,0.0024486703999999,2023,7
2023-07-16,Ottawa,13.46,21.68,4.27,0.23,2.77,3.4,1.99,0.00257499,2023,7
2023-07-16,Winnipeg,16.75,24.32,7.55,0.23,2.14,3.2,0.73,0.0024684044,2023,7
2023-07-17,Ottawa,17.36,23.82,11.59,0.02,3.52,5.44,1.86,0.0025817264,2023,7
2023-07-17,Winnipeg,11.85,19.23,5.59,0.23,4.83,6.79,2.74,0.0025952256,2023,7
2023-07-18,Toronto,13.18,20.52,3.85,0.19,3.18,5.41,1.14,0.0030604464,2023,7
2023-07-18,Vancouver,15.92,24.51,5.33,0.0,3.45,5.45,2.51,0.0026975916,2023,7
2023-07-18,Winnipeg,25.41,33.86,17.46,0.83,5.93,7.46,3.89,0.0025884716,2023,7
2023-07-19,Vancouver,21.16,27.23,15.53,0.02,4.76,6.89,2.04,0.0028230444,2023,7
2023-07-19,Calgary,20.86,26.97,15.02,0.59,2.67,3.73,1.52,0.0025280816,2023,7
2023-07-19,Quebec City,17.96,23.86,11.82,0.16,6.41,8.91,4.34,0.0031342783999999,2023,7
2023-07-19,Winnipeg,15.78,23.09,8.93,0.0,4.7,6.9,2.77,0.0030531116,2023,7
2023-07-19,Hamilton,19.15,28.35,8.35,0.03,3.9,5.75,2.42,0.00321651,2023,7
2023-07-20,Ottawa,18.45,26.73,10.16,0.9,4.12,7.85,2.26,0.0028371595999999,2023,7
2023-07-21,Edmonton,21.79,28.33,15.22,0.49,2.45,3.65,0.97,0.00257499,2023,7
2023-07-23,Montreal,19.55,26.73,13.69,0.1,4.71,6.41,3.13,0.00250811,2023,7
2023-07-23,Ottawa,21.65,28.11,15.06,0.12,1.59,2.75,0.47,0.00257499,2023,7
2023-07-28,Toronto,20.77,28.4,11.92,20.91,5.64,8.36,1.92,0.0014145515999999,2023,7
2023-07-29,Edmonton,19.26,21.95,17.3,42.51,3.77,6.87,0.88,5.03756e-05,2023,7
2023-08-06,Edmonton,5.44,14.1,0.14,11.96,11.21,17.65,5.31,8.872159999999998e-05,2023,8
2023-08-07,Toronto,9.65,14.26,2.3,0.21,12.01,15.96,7.01,2.9585600000000004e-05,2023,8
2023-08-09,Toronto,-0.6,3.84,-7.03,1.17,10.4,13.45,4.7,1.975160000000001e-05,2023,8
2023-08-09,Ottawa,-1.4,2.0,-7.49,1.01,9.79,11.67,7.18,2.156e-05,2023,8
2023-08-09,Edmonton,-9.98,-8.04,-14.18,0.77,8.75,9.64,6.95,0.0001241856,2023,8
2023-08-10,Ottawa,-2.06,2.44,-9.99,0.38,9.43,11.59,6.46,6.335999999999999e-05,2023,8
2023-08-13,Montreal,1.56,7.33,-6.96,1.48,10.4,13.13,4.28,0.000396,2023,8
2023-08-13,Calgary,1.04,7.11,-5.92,22.62,9.28,13.83,5.25,5.5193600000000006e-05,2023,8
2023-08-13,Edmonton,-8.89,-3.88,-12.65,2.43,11.22,15.95,4.08,0.00034496,2023,8
2023-08-13,Quebec City,-4.51,2.7,-14.95,0.02,10.66,15.3,4.67,0.0005482795999999,2023,8
2023-08-15,Toronto,7.12,14.12,-2.42,1.71,11.37,17.94,3.22,0.0007872876,2023,8
2023-08-15,Quebec City,-7.1,-3.59,-10.0,2.13,9.99,13.66,5.76,0.0004421516,2023,8
2023-08-17,Vancouver,-5.2,-3.41,-7.88,0.82,9.94,11.72,7.3,0.000539,2023,8
2023-08-17,Edmonton,8.29,16.03,0.16,0.89,9.97,17.04,3.87,0.0007724684,2023,8
2023-08-19,Toronto,5.73,11.26,1.41,1.06,8.95,13.84,5.16,0.0008173483999999,2023,8
2023-08-20,Calgary,2.3,10.18,-3.81,0.0,4.43,6.14,3.05,0.0026019884,2023,8
2023-08-20,Ottawa,5.2,14.01,-3.0,0.19,2.89,3.76,1.24,0.0026838283999999,2023,8
2023-08-21,Montreal,8.37,14.47,3.03,0.01,6.27,9.0,2.38,0.0028300976,2023,8
2023-08-21,Calgary,7.94,15.36,0.02,1.27,4.47,7.33,2.77,0.0028726016,2023,8
2023-08-21,Ottawa,10.25,18.76,1.17,0.54,4.33,6.17,2.63,0.0027390924,2023,8
2023-08-21,Winnipeg,16.2,26.17,8.23,2.45,2.95,3.65,2.23,0.0024816044,2023,8
2023-08-21,Hamilton,19.39,26.63,11.49,0.04,3.27,4.91,1.8,0.0024486703999999,2023,8
2023-08-22,Halifax,12.19,18.99,4.62,0.02,3.68,5.04,2.39,0.0024749999999999,2023,8
2023-08-24,Toronto,13.28,20.0,5.12,0.34,4.7,6.69,1.98,0.00329219,2023,8
2023-08-24,Quebec City,16.25,22.15,8.69,0.09,4.2,6.39,1.33,0.0026359344,2023,8
2023-08-25,Toronto,19.43,26.23,12.96,1.81,3.28,5.14,1.78,0.0029369516,2023,8
2023-08-25,Calgary,19.97,26.23,11.96,0.14,8.36,11.34,4.52,0.0027252236,2023,8
2023-08-25,Ottawa,13.72,19.19,8.45,0.03,7.91,10.05,3.5,0.0034695936,2023,8
2023-08-25,Edmonton,14.13,20.38,6.85,0.0,4.24,5.93,2.45,0.00257499,2023,8
2023-08-25,Winnipeg,25.3,34.63,14.6,0.35,3.98,7.4,1.1,0.0027529964,2023,8
2023-08-25,Halifax,20.64,28.84,12.05,0.45,4.5,5.99,2.65,0.00306779,2023,8
2023-08-26,Toronto,22.29,31.05,11.32,0.25,1.72,2.88,0.25,0.0029657804,2023,8
2023-08-26,Vancouver,23.18,30.68,18.01,0.97,2.53,4.37,0.36,0.0027529964,2023,8
2023-08-26,Ottawa,18.39,26.83,8.77,0.02,2.97,5.01,1.42,0.0032315756,2023,8
2023-08-26,Hamilton,21.18,29.27,12.68,0.18,4.22,7.59,2.43,0.0024816044,2023,8
2023-08-26,Halifax,20.33,28.2,11.3,0.08,3.55,5.46,1.05,0.0030531116,2023,8
2023-08-27,Calgary,22.32,30.33,14.63,0.03,1.92,3.12,0.25,0.0024948396,2023,8
