Date,City,Solar Irradiance (W/m²),Sunlight Hours,Temperature (°C),Max Temperature (°C),Min Temperature (°C),Precipitation (mm),Wind Speed (m/s),Max Wind Speed (m/s),Min Wind Speed (m/s)
2022-10-02,Quebec City,6.58,0.05264,21.17,25.72,14.92,1.03,1.73,2.55,0.23
2022-10-02,Winnipeg,7.0,0.056,21.29,25.72,15.54,0.63,2.67,3.7,0.66
2022-10-02,Hamilton,6.83,0.05464,22.4,26.98,15.97,0.31,2.14,3.03,0.98
2022-10-02,Halifax,7.63,0.06104,22.84,28.46,15.73,0.19,1.78,3.62,0.5
2022-10-03,Toronto,7.63,0.06104,25.13,31.64,17.57,0.04,6.43,8.58,3.98
2022-10-03,Vancouver,6.68,0.053439999999999994,26.17,32.3,19.07,0.34,4.74,5.74,2.98
2022-10-03,Montreal,5.65,0.045200000000000004,23.51,27.15,17.69,5.28,3.99,7.53,0.63
2022-10-03,Calgary,7.11,0.05688,22.21,27.22,15.82,2.37,3.15,5.15,1.14
2022-10-03,Ottawa,5.51,0.04408,19.71,23.22,14.56,20.78,4.19,6.61,1.37
2022-10-03,Edmonton,5.99,0.047920000000000004,16.01,19.38,12.53,1.13,4.88,7.83,1.94
2022-10-03,Quebec City,6.91,0.05528,16.8,21.41,10.15,0.48,1.98,2.61,0.61
2022-10-03,Winnipeg,7.74,0.06192,20.36,26.94,11.06,0.81,2.98,4.32,0.69
2022-10-03,Hamilton,5.73,0.045840000000000006,22.04,27.02,17.42,0.46,2.99,4.51,1.4
2022-10-03,Halifax,4.56,0.03648,23.8,28.8,18.76,0.38,1.98,2.58,0.22
2022-10-04,Toronto,5.55,0.0444,23.42,28.96,17.78,1.92,1.73,2.55,0.41
2022-10-04,Vancouver,3.0,0.024,22.41,26.43,18.24,1.14,2.55,3.29,1.69
2022-10-04,Montreal,4.02,0.032159999999999994,20.67,24.75,16.91,1.77,2.47,3.88,1.69
2022-10-04,Calgary,5.54,0.04432,21.73,27.61,15.24,0.01,4.08,4.94,3.0
2022-10-04,Ottawa,5.99,0.047920000000000004,24.5,31.39,17.79,0.0,7.29,9.1,4.92
2022-10-04,Edmonton,4.24,0.03392,24.06,30.83,19.65,0.68,6.38,9.33,2.4
2022-10-04,Quebec City,5.51,0.04408,23.92,30.71,17.29,2.69,5.46,7.86,3.3
2022-10-04,Winnipeg,6.35,0.0508,22.93,27.82,17.18,0.19,3.66,5.73,0.67
2022-10-04,Hamilton,5.24,0.04192,21.7,28.71,14.98,0.49,2.72,4.46,0.62
2022-10-04,Halifax,6.39,0.05112,25.69,32.86,18.11,0.39,5.3,6.96,3.78
2022-10-05,Toronto,6.74,0.05392,24.04,29.23,19.85,1.22,4.06,6.14,0.71
2022-10-05,Vancouver,7.11,0.05688,25.73,34.28,16.33,0.01,3.82,6.54,0.69
2022-10-05,Montreal,7.05,0.0564,23.71,29.24,17.23,0.53,3.28,4.87,0.5
2022-10-05,Calgary,6.5,0.052,20.41,24.06,14.77,0.13,5.49,8.52,0.65
2022-10-05,Ottawa,5.63,0.04504,18.98,24.93,14.23,0.99,2.81,3.57,2.34
2022-10-05,Edmonton,6.11,0.04888,18.95,22.21,15.34,0.21,2.92,5.06,0.91
2022-10-05,Quebec City,5.86,0.046880000000000005,21.09,27.08,14.1,0.96,3.64,6.45,0.11
2022-10-05,Winnipeg,4.02,0.032159999999999994,17.95,22.21,11.06,0.31,7.34,9.53,3.75
2022-10-05,Hamilton,3.05,0.024399999999999998,14.32,19.33,11.01,2.26,7.58,9.66,4.86
2022-10-05,Halifax,5.26,0.04208,16.1,20.61,11.17,0.34,5.15,7.1,3.15
2022-10-06,Toronto,6.25,0.05,18.58,25.06,11.95,1.13,4.21,5.52,2.89
2022-10-06,Vancouver,6.5,0.052,20.57,27.24,13.57,0.0,3.16,4.04,1.87
2022-10-06,Montreal,6.47,0.05176,22.18,28.33,14.3,0.0,2.31,3.19,0.81
2022-10-06,Calgary,6.24,0.04992,22.35,29.13,14.92,0.0,3.75,5.1,2.61
2022-10-06,Ottawa,3.26,0.02608,21.66,26.55,17.78,5.0,5.15,7.83,1.98
2022-10-06,Edmonton,1.97,0.01576,20.11,23.21,18.19,16.08,6.08,7.4,4.55
2022-10-06,Quebec City,5.23,0.04184,21.07,25.51,17.67,1.55,5.54,7.05,4.11
2022-10-06,Winnipeg,5.82,0.046560000000000004,20.9,26.0,16.59,0.11,2.69,4.0,1.78
2022-10-06,Hamilton,6.15,0.0492,21.91,27.68,16.62,0.0,1.8,2.43,1.35
2022-10-06,Halifax,5.72,0.045759999999999995,23.38,29.71,17.39,0.05,1.41,3.39,0.66
2022-10-07,Toronto,5.14,0.04112,23.39,29.1,18.7,0.54,5.19,6.82,3.55
2022-10-07,Vancouver,4.98,0.03984,22.15,27.65,16.71,0.44,6.55,8.48,4.6
2022-10-07,Montreal,2.08,0.016640000000000002,21.38,26.2,18.44,3.14,4.85,7.48,0.51
2022-10-07,Calgary,5.53,0.04424,22.87,29.54,15.92,1.61,2.2,3.09,1.03
2022-10-07,Ottawa,4.91,0.03928,24.88,31.33,17.6,0.14,5.56,7.81,2.71
2022-10-07,Edmonton,2.82,0.02256,25.39,30.33,20.28,0.5,5.44,7.2,2.67
2022-10-07,Quebec City,4.53,0.03624,19.52,23.79,15.77,0.0,4.1,5.43,2.32
2022-10-07,Winnipeg,3.28,0.02624,17.31,23.22,11.61,0.0,3.3,4.3,2.66
2022-10-07,Hamilton,4.91,0.03928,19.76,26.9,11.97,0.56,5.56,7.58,2.9
2022-10-07,Halifax,1.57,0.01256,18.3,24.74,12.2,9.19,6.54,9.16,3.01
2022-10-08,Toronto,5.62,0.04496,18.81,25.73,12.15,0.33,5.72,7.8,3.49
2022-10-08,Vancouver,5.06,0.040479999999999995,18.67,23.17,13.9,0.31,5.61,10.15,0.74
2022-10-08,Montreal,5.38,0.04304,17.49,22.69,11.44,0.0,3.66,5.53,0.48
2022-10-08,Calgary,5.62,0.04496,19.08,27.09,11.2,1.23,5.44,7.13,3.65
2022-10-08,Ottawa,5.2,0.0416,21.64,30.17,13.98,0.01,4.28,6.12,2.38
2022-10-08,Edmonton,4.17,0.03336,20.19,25.44,14.47,0.76,5.32,7.7,2.59
2022-10-08,Quebec City,4.0,0.032,15.37,19.53,11.29,0.26,3.73,5.15,0.72
2022-10-08,Winnipeg,4.62,0.03696,15.23,20.16,10.6,0.06,1.77,3.3,0.24
2022-10-08,Hamilton,4.59,0.036719999999999996,17.0,25.29,8.28,0.0,5.55,7.21,2.41
2022-10-08,Halifax,5.05,0.0404,19.05,26.63,12.71,0.39,2.89,3.79,1.86
2022-10-09,Toronto,5.26,0.04208,21.62,31.13,13.42,0.55,4.74,6.53,3.35
2022-10-09,Vancouver,4.3,0.0344,22.11,29.12,16.76,0.02,5.3,6.41,2.56
2022-10-09,Montreal,4.65,0.037200000000000004,17.78,23.02,13.27,0.15,3.86,5.11,2.86
2022-10-09,Calgary,4.8,0.0384,22.46,30.53,15.56,0.0,7.38,9.89,3.78
2022-10-09,Ottawa,2.69,0.02152,21.8,28.43,18.02,2.48,7.67,10.56,3.77
2022-10-09,Edmonton,4.83,0.03864,21.17,27.6,15.46,0.12,4.81,5.92,3.11
2022-10-09,Quebec City,4.7,0.0376,22.67,29.54,18.34,0.54,4.87,6.85,2.56
2022-10-09,Winnipeg,1.98,0.01584,19.91,23.49,15.02,1.96,3.56,5.88,1.76
2022-10-09,Hamilton,2.84,0.022719999999999997,21.12,26.61,17.71,10.03,2.63,3.73,0.27
2022-10-09,Halifax,0.99,0.00792,21.06,25.48,17.29,3.97,5.33,7.09,3.01
2022-10-10,Toronto,2.63,0.02104,20.67,24.14,16.41,2.17,6.87,8.66,5.69
2022-10-10,Vancouver,3.98,0.03184,18.18,23.75,13.48,0.42,5.43,7.5,1.25
2022-10-10,Montreal,2.47,0.019760000000000003,13.67,15.93,8.68,2.89,5.83,11.55,2.2
2022-10-10,Calgary,4.36,0.03488,12.83,18.73,6.71,0.02,3.12,4.57,1.56
2022-10-10,Ottawa,2.07,0.01656,13.22,17.23,10.26,0.76,5.42,7.78,2.32
2022-10-10,Edmonton,4.11,0.03288,15.21,21.69,9.37,0.04,3.0,4.26,1.89
2022-10-10,Quebec City,4.13,0.03304,19.09,27.55,11.43,0.02,2.99,5.46,0.72
2022-10-10,Winnipeg,4.1,0.032799999999999996,21.41,28.91,14.77,0.0,8.29,12.49,4.83
2022-10-10,Hamilton,4.13,0.03304,17.04,23.12,10.56,0.0,4.09,6.55,1.84
2022-10-10,Halifax,4.07,0.032560000000000006,17.2,25.03,11.71,0.0,2.8,4.62,0.4
2022-10-11,Toronto,3.76,0.03008,19.91,28.41,11.37,0.01,9.06,12.39,3.85
2022-10-11,Vancouver,1.16,0.00928,16.66,21.09,10.81,0.76,11.17,13.82,5.69
2022-10-11,Montreal,2.35,0.0188,11.96,16.42,5.85,0.0,6.74,8.78,3.69
2022-10-11,Calgary,3.48,0.02784,12.56,17.93,7.34,0.44,5.34,7.28,2.9
2022-10-11,Ottawa,2.4,0.0192,6.42,11.33,2.8,0.0,5.82,8.86,2.79
2022-10-11,Edmonton,3.54,0.02832,8.88,15.91,0.45,0.0,3.92,8.98,1.34
2022-10-11,Quebec City,2.22,0.01776,12.63,18.88,4.6,1.49,11.58,14.03,7.8
2022-10-11,Winnipeg,3.67,0.02936,7.74,13.58,2.99,0.2,7.95,12.93,2.6
2022-10-11,Hamilton,3.68,0.02944,10.16,15.74,4.61,0.05,3.25,4.51,2.06
2022-10-11,Halifax,3.47,0.02776,10.84,19.58,4.25,0.0,4.19,5.94,2.86
2022-10-12,Toronto,3.45,0.027600000000000003,13.48,22.1,6.75,2.88,6.39,8.66,4.63
2022-10-12,Vancouver,1.43,0.011439999999999999,13.38,19.86,9.48,0.0,4.22,6.82,1.21
2022-10-12,Montreal,3.36,0.026879999999999998,10.65,15.45,6.35,0.04,4.18,6.41,0.15
2022-10-12,Calgary,1.07,0.00856,9.3,14.4,6.23,4.49,3.98,7.26,2.1
2022-10-12,Ottawa,2.94,0.02352,6.15,9.78,1.37,0.71,5.4,7.03,2.57
2022-10-12,Edmonton,2.88,0.023039999999999998,3.54,8.3,-0.13,0.19,3.51,4.9,2.0
2022-10-12,Quebec City,2.99,0.02392,4.07,10.5,-1.7,1.59,5.2,7.03,2.94
2022-10-12,Winnipeg,2.99,0.02392,8.38,16.8,3.04,0.08,6.89,8.28,4.72
2022-10-12,Hamilton,2.29,0.01832,11.07,19.33,5.13,0.0,6.98,9.97,4.08
2022-10-12,Halifax,1.53,0.012240000000000001,7.82,12.08,3.64,2.86,3.06,5.95,1.42
2022-10-13,Toronto,1.84,0.01472,7.05,14.46,1.14,0.3,5.36,9.46,2.89
2022-10-13,Vancouver,2.0,0.016,10.94,22.09,4.82,0.0,4.97,6.65,3.07
2022-10-13,Montreal,2.31,0.01848,12.3,22.11,5.01,0.13,4.16,5.72,2.79
2022-10-13,Calgary,0.99,0.00792,6.09,11.14,-0.68,2.09,5.93,9.34,2.69
2022-10-13,Ottawa,2.52,0.02016,4.48,12.34,-2.07,0.07,4.7,8.06,2.65
2022-10-13,Edmonton,1.6,0.0128,5.14,10.02,0.94,1.37,1.95,3.52,1.35
2022-10-13,Quebec City,2.41,0.019280000000000002,4.15,9.92,-0.6,7.83,5.12,8.72,1.16
2022-10-13,Winnipeg,2.26,0.01808,3.54,11.04,-2.81,0.51,3.25,4.59,1.77
2022-10-13,Hamilton,2.09,0.01672,5.97,12.31,0.8,0.14,5.21,6.68,3.91
2022-10-13,Halifax,2.05,0.016399999999999998,7.52,15.18,3.67,0.0,5.26,7.21,2.42
2022-10-14,Toronto,1.55,0.0124,4.88,8.56,2.02,0.22,3.11,4.17,1.38
2022-10-14,Vancouver,2.37,0.01896,2.33,6.37,-0.91,0.0,3.3,4.72,2.23
2022-10-14,Montreal,1.87,0.014960000000000001,1.88,5.88,-1.05,0.77,1.54,2.32,0.71
2022-10-14,Calgary,1.91,0.01528,1.87,7.09,-1.07,0.8,3.44,4.95,2.51
2022-10-14,Ottawa,2.29,0.01832,1.96,8.28,-3.5,0.0,3.69,5.02,2.46
2022-10-14,Edmonton,0.51,0.00408,6.34,10.2,2.64,4.32,5.97,8.26,3.55
2022-10-14,Quebec City,1.08,0.00864,4.35,8.33,-0.58,5.11,4.22,8.34,1.6
2022-10-14,Winnipeg,2.19,0.01752,1.28,8.38,-3.26,0.45,3.17,4.9,1.69
2022-10-14,Hamilton,1.26,0.01008,0.07,4.88,-3.11,0.62,2.59,5.13,1.05
2022-10-14,Halifax,2.02,0.01616,2.95,11.6,-1.55,0.03,6.7,10.38,3.69
2022-10-15,Toronto,2.01,0.016079999999999997,2.85,9.7,-1.95,0.24,4.04,7.0,0.63
2022-10-15,Vancouver,1.94,0.015519999999999999,5.92,14.24,1.0,0.01,6.0,8.4,2.2
2022-10-15,Montreal,0.59,0.004719999999999999,3.71,6.92,-0.94,0.76,6.87,12.12,3.51
2022-10-15,Calgary,1.72,0.01376,-0.39,4.76,-3.41,0.2,4.44,10.02,0.82
2022-10-15,Ottawa,1.69,0.013519999999999999,3.46,8.77,-2.11,0.29,9.51,12.1,6.9
2022-10-15,Edmonton,1.29,0.010320000000000001,3.6,6.68,-0.84,1.22,4.13,8.08,1.68
2022-10-15,Quebec City,0.45,0.0036,2.15,5.87,-0.48,1.95,3.6,5.38,1.51
2022-10-15,Winnipeg,1.4,0.0112,3.77,8.58,0.93,1.1,3.9,6.13,1.55
2022-10-15,Hamilton,0.28,0.0022400000000000002,4.62,6.48,2.68,2.67,4.09,6.08,2.11
2022-10-15,Halifax,0.9,0.0072,1.89,5.45,-0.06,1.41,5.78,7.51,2.91
2022-10-16,Toronto,1.16,0.00928,2.76,8.17,-1.66,0.71,4.09,5.4,2.92
2022-10-16,Vancouver,0.26,0.0020800000000000003,1.84,4.15,-0.11,12.5,4.37,7.04,1.48
2022-10-16,Montreal,0.78,0.00624,-0.33,3.75,-4.31,3.35,4.71,7.35,2.3
2022-10-16,Calgary,0.95,0.0076,-5.44,-2.89,-8.37,0.38,5.5,7.38,3.29
2022-10-16,Ottawa,0.61,0.00488,-5.85,-1.77,-10.01,0.4,3.01,4.67,1.25
2022-10-16,Edmonton,0.87,0.00696,-8.75,-5.8,-10.99,1.23,3.82,5.06,2.5
2022-10-16,Quebec City,0.3,0.0024,-4.71,-0.68,-8.38,2.06,3.43,5.31,2.02
2022-10-16,Winnipeg,0.56,0.0044800000000000005,-12.16,-7.57,-13.79,0.66,4.91,6.04,3.44
2022-10-16,Hamilton,0.74,0.00592,-9.66,-6.43,-12.6,0.18,3.53,4.02,2.9
2022-10-16,Halifax,0.91,0.00728,-8.85,-5.05,-11.19,0.33,3.12,3.65,2.56
2022-10-17,Toronto,0.74,0.00592,-11.86,-10.09,-15.52,0.55,5.83,7.82,3.04
2022-10-17,Vancouver,0.9,0.0072,-20.04,-16.3,-22.77,1.04,6.05,6.88,5.3
2022-10-17,Montreal,0.9,0.0072,-16.48,-12.67,-21.81,0.29,5.15,5.93,4.15
2022-10-17,Calgary,1.09,0.00872,-12.13,-10.44,-14.01,0.55,1.89,2.31,1.57
2022-10-17,Ottawa,1.07,0.00856,-15.06,-11.95,-19.76,0.06,1.96,2.83,1.1
2022-10-17,Edmonton,0.59,0.004719999999999999,-9.16,-4.54,-12.8,5.36,3.16,4.85,1.59
2022-10-17,Quebec City,1.32,0.01056,-14.64,-7.77,-16.92,1.24,4.76,6.29,2.79
2022-10-17,Winnipeg,1.26,0.01008,-16.52,-10.42,-22.88,0.08,2.55,3.51,1.65
2022-10-17,Hamilton,0.75,0.006,-8.65,-5.82,-11.26,0.58,1.55,2.86,0.26
2022-10-17,Halifax,1.07,0.00856,-1.93,-0.14,-5.37,0.11,2.04,2.59,1.23
2022-10-18,Toronto,0.21,0.0016799999999999999,-3.56,-1.74,-6.01,9.32,2.37,3.92,1.12
2022-10-18,Vancouver,1.01,0.00808,-11.01,-6.72,-15.84,2.96,3.24,3.97,1.59
2022-10-18,Montreal,0.74,0.00592,-14.96,-10.08,-20.67,1.7,2.16,3.63,0.22
2022-10-18,Calgary,1.24,0.00992,-27.22,-21.91,-30.72,0.23,2.39,3.32,1.61
2022-10-18,Ottawa,1.06,0.00848,-30.2,-24.79,-34.79,0.04,1.9,2.45,1.3
2022-10-18,Edmonton,1.17,0.00936,-20.81,-11.68,-29.18,0.01,2.92,3.57,1.95
2022-10-18,Quebec City,-999.0,0.0,-9.36,-5.7,-12.14,0.11,3.21,3.46,2.51
2022-10-18,Winnipeg,0.28,0.0022400000000000002,-2.82,-0.65,-5.51,1.07,2.13,2.88,1.02
2022-10-18,Hamilton,0.43,0.00344,-3.89,-0.56,-10.15,3.1,2.96,4.43,0.34
2022-10-18,Halifax,0.66,0.00528,-12.52,-10.23,-18.85,0.36,2.03,3.05,1.03
2022-10-19,Toronto,1.11,0.00888,-23.21,-19.8,-28.01,0.04,1.68,2.38,0.7
2022-10-19,Vancouver,0.85,0.0068,-18.05,-15.55,-22.39,1.92,2.29,2.96,1.39
2022-10-19,Montreal,1.15,0.0092,-25.45,-21.09,-29.19,0.06,1.46,2.55,0.26
2022-10-19,Calgary,0.94,0.00752,-15.13,-11.49,-24.46,0.29,2.52,3.29,1.74
2022-10-19,Ottawa,0.5,0.004,-8.86,-7.25,-11.04,0.38,1.12,1.88,0.18
2022-10-19,Edmonton,0.69,0.00552,-10.43,-8.25,-12.69,0.24,1.57,3.16,0.56
2022-10-19,Quebec City,0.99,0.00792,-4.57,-2.22,-8.15,0.41,2.89,3.78,1.72
2022-10-19,Winnipeg,0.52,0.0041600000000000005,-2.34,-1.05,-3.52,0.29,3.66,4.19,2.77
2022-10-19,Hamilton,0.7,0.0056,-1.43,-0.52,-2.85,0.73,3.09,4.0,2.32
2022-10-19,Halifax,0.46,0.00368,-0.62,0.13,-2.9,0.66,2.56,3.02,1.86
2022-10-20,Toronto,1.16,0.00928,-1.15,0.07,-3.19,0.55,2.34,2.88,1.27
2022-10-20,Vancouver,1.18,0.009439999999999999,-5.4,-3.38,-7.15,0.57,0.81,1.22,0.52
2022-10-20,Montreal,0.85,0.0068,-7.31,-5.61,-8.45,0.61,1.63,2.33,0.5
2022-10-20,Calgary,0.97,0.0077599999999999995,-7.94,-6.33,-9.18,1.38,2.42,2.79,1.96
2022-10-20,Ottawa,1.02,0.00816,-13.69,-10.16,-16.89,0.3,3.9,5.96,2.04
2022-10-20,Edmonton,0.55,0.0044,-17.64,-14.9,-19.37,1.5,7.26,8.47,5.62
2022-10-20,Quebec City,1.95,0.0156,-21.38,-14.98,-27.69,0.47,3.79,5.55,2.08
2022-10-20,Winnipeg,1.54,0.012320000000000001,-7.24,-3.52,-12.99,1.18,8.52,12.25,5.43
2022-10-20,Hamilton,0.52,0.0041600000000000005,-2.57,-0.54,-4.69,8.61,3.58,6.32,1.89
2022-10-20,Halifax,1.28,0.01024,-10.45,-0.4,-21.01,4.54,9.91,13.51,0.98
2022-10-21,Toronto,1.55,0.0124,-21.77,-19.5,-24.93,0.64,11.49,13.21,8.31
2022-10-21,Vancouver,1.63,0.01304,-15.31,-10.33,-20.25,0.32,5.53,7.72,3.73
2022-10-21,Montreal,1.92,0.015359999999999999,-13.99,-8.22,-19.01,0.17,2.96,4.28,2.07
2022-10-21,Calgary,0.79,0.00632,-3.17,0.72,-9.37,2.16,3.36,4.67,1.92
2022-10-21,Ottawa,0.26,0.0020800000000000003,1.0,1.66,-0.23,12.49,7.09,10.47,3.71
2022-10-21,Edmonton,1.03,0.00824,-2.02,0.44,-4.43,0.35,6.54,9.93,4.6
2022-10-21,Quebec City,1.04,0.008320000000000001,-0.02,2.09,-3.62,0.4,6.9,8.67,5.85
2022-10-21,Winnipeg,1.85,0.0148,-0.93,1.45,-4.4,0.19,3.47,5.78,1.79
2022-10-21,Hamilton,1.27,0.01016,-4.85,-1.36,-10.7,0.23,7.14,11.86,3.43
2022-10-21,Halifax,1.51,0.01208,-6.5,-3.05,-10.99,0.92,4.83,7.85,2.72
2022-10-22,Toronto,1.3,0.0104,-3.54,-0.21,-5.46,1.46,5.29,9.16,2.36
2022-10-22,Vancouver,1.39,0.01112,-7.6,-5.45,-11.5,0.45,6.14,7.32,4.61
2022-10-22,Montreal,0.8,0.0064,-6.94,-3.86,-11.53,0.55,9.19,14.26,4.98
2022-10-22,Calgary,1.27,0.01016,-10.66,-3.85,-19.13,0.61,5.7,8.2,3.14
2022-10-22,Ottawa,1.9,0.0152,-19.87,-17.12,-23.34,0.22,4.34,5.46,3.38
2022-10-22,Edmonton,1.81,0.01448,-18.59,-13.45,-24.66,0.19,2.63,3.5,1.56
2022-10-22,Quebec City,1.8,0.0144,-16.15,-13.21,-22.9,0.26,3.91,7.49,0.09
2022-10-22,Winnipeg,1.2,0.0096,-15.35,-10.03,-23.18,0.45,10.99,15.17,3.91
2022-10-22,Hamilton,1.15,0.0092,-9.63,-4.88,-15.82,2.93,10.29,13.91,5.5
2022-10-22,Halifax,1.19,0.009519999999999999,-13.72,-7.47,-21.19,0.73,6.34,7.99,5.24
2022-10-23,Toronto,1.95,0.0156,-13.48,-7.56,-20.4,2.16,8.62,12.71,5.35
2022-10-23,Vancouver,1.93,0.015439999999999999,-18.37,-14.33,-22.32,0.09,8.56,11.02,6.44
2022-10-23,Montreal,1.79,0.014320000000000001,-15.13,-11.63,-19.79,0.18,9.46,12.96,6.38
2022-10-23,Calgary,1.9,0.0152,-9.6,-5.48,-16.85,0.18,8.5,12.03,5.58
2022-10-23,Ottawa,1.46,0.01168,-4.81,-1.52,-7.28,0.18,4.99,10.72,1.62
2022-10-23,Edmonton,0.56,0.0044800000000000005,-3.53,-0.17,-7.56,9.54,3.47,6.36,1.54
2022-10-23,Quebec City,0.99,0.00792,-5.83,-1.14,-12.09,0.5,3.94,5.4,2.41
2022-10-23,Winnipeg,2.4,0.0192,-11.78,-6.1,-18.53,1.37,3.07,3.86,2.26
2022-10-23,Hamilton,1.9,0.0152,-11.96,-5.8,-20.3,0.37,2.45,4.11,0.66
2022-10-23,Halifax,0.41,0.00328,-10.36,-7.14,-20.54,5.45,7.28,10.47,4.31
2022-10-24,Toronto,1.43,0.011439999999999999,-14.17,-9.09,-21.93,0.25,5.49,8.17,2.22
2022-10-24,Vancouver,1.77,0.01416,-15.29,-12.88,-18.91,0.12,8.31,10.49,6.38
2022-10-24,Montreal,2.06,0.01648,-15.28,-10.96,-19.63,0.09,4.52,7.04,2.32
2022-10-24,Calgary,0.66,0.00528,-12.79,-9.08,-15.46,1.13,2.18,4.23,0.23
2022-10-24,Ottawa,2.22,0.01776,-12.58,-8.61,-17.2,0.39,4.28,5.88,3.37
2022-10-24,Edmonton,1.72,0.01376,-15.21,-10.84,-19.53,0.25,2.92,4.18,0.45
2022-10-24,Quebec City,2.48,0.01984,-14.97,-7.64,-21.71,0.32,2.81,4.68,1.55
2022-10-24,Winnipeg,2.26,0.01808,-10.35,-4.06,-16.48,0.14,3.48,6.23,0.44
2022-10-24,Hamilton,1.87,0.014960000000000001,-7.01,-1.87,-10.36,0.32,2.8,5.44,0.36
2022-10-24,Halifax,2.65,0.0212,-11.8,-7.31,-19.44,0.57,4.49,6.32,2.85
2022-10-25,Toronto,1.95,0.0156,-15.77,-9.46,-21.4,1.54,3.38,5.06,1.52
2022-10-25,Vancouver,2.62,0.02096,-14.72,-6.45,-24.56,0.91,5.66,10.24,2.34
2022-10-25,Montreal,1.76,0.01408,-4.96,-3.12,-7.77,2.56,6.96,9.64,3.58
2022-10-25,Calgary,2.15,0.0172,-1.92,0.74,-5.98,0.46,4.72,6.33,3.32
2022-10-25,Ottawa,0.67,0.00536,-2.99,0.19,-7.26,10.31,5.65,8.93,2.34
2022-10-25,Edmonton,1.85,0.0148,0.17,1.7,-3.82,3.96,10.32,14.5,4.87
2022-10-25,Quebec City,3.68,0.02944,-3.0,-1.45,-5.47,0.26,10.51,14.2,6.39
2022-10-25,Winnipeg,3.32,0.02656,-7.71,-2.87,-12.41,0.25,7.32,10.47,5.29
2022-10-25,Hamilton,2.65,0.0212,-10.23,-8.1,-13.05,1.1,6.59,9.39,4.05
2022-10-25,Halifax,2.68,0.02144,-11.55,-8.04,-17.34,0.7,5.82,9.86,4.27
2022-10-26,Toronto,2.75,0.022,-14.84,-12.56,-19.27,0.17,7.16,8.85,5.65
2022-10-26,Vancouver,3.01,0.024079999999999997,-15.19,-11.85,-22.46,0.48,8.76,13.11,5.18
2022-10-26,Montreal,3.88,0.031039999999999998,-18.13,-11.23,-26.06,0.03,3.42,5.0,2.19
2022-10-26,Calgary,1.64,0.01312,-8.89,-1.91,-13.65,2.02,5.07,7.5,2.37
2022-10-26,Ottawa,2.22,0.01776,-14.48,-10.94,-21.4,1.04,4.8,5.91,3.83
2022-10-26,Edmonton,3.44,0.02752,-18.32,-12.57,-23.64,0.07,3.81,5.05,2.27
2022-10-26,Quebec City,1.85,0.0148,-14.74,-8.69,-23.98,0.76,3.21,4.83,1.58
2022-10-26,Winnipeg,2.65,0.0212,-12.37,-7.34,-16.79,0.72,4.1,5.52,2.69
2022-10-26,Hamilton,3.65,0.0292,-12.07,-6.39,-17.55,1.59,5.37,7.52,4.01
2022-10-26,Halifax,3.84,0.030719999999999997,-5.18,2.39,-13.29,0.02,4.11,5.95,3.4
2022-10-27,Toronto,1.64,0.01312,-4.06,-0.13,-11.55,0.55,5.0,5.87,3.46
2022-10-27,Vancouver,3.26,0.02608,-6.95,-1.62,-14.24,0.03,5.75,7.55,3.99
2022-10-27,Montreal,3.24,0.025920000000000002,0.85,5.4,-3.38,0.02,6.33,8.64,3.81
2022-10-27,Calgary,4.29,0.03432,2.56,9.39,-0.51,0.02,3.53,6.4,2.48
2022-10-27,Ottawa,0.61,0.00488,-5.84,0.07,-13.97,5.99,9.19,12.9,3.0
2022-10-27,Edmonton,2.63,0.02104,-12.13,-6.55,-17.72,0.29,6.7,8.38,3.88
2022-10-27,Quebec City,3.96,0.03168,0.36,8.23,-9.51,0.2,9.5,13.92,4.96
2022-10-27,Winnipeg,2.69,0.02152,-1.79,2.21,-8.23,0.66,8.77,11.09,6.7
2022-10-27,Hamilton,4.31,0.03448,-10.46,-6.4,-15.67,0.11,4.79,6.83,2.87
2022-10-27,Halifax,4.47,0.03576,-10.84,-4.15,-17.83,0.05,4.17,5.63,2.82
2022-10-28,Toronto,5.05,0.0404,-2.93,4.7,-10.3,0.1,4.47,5.89,3.19
2022-10-28,Vancouver,1.2,0.0096,1.79,5.44,-1.75,3.78,6.32,9.71,3.18
2022-10-28,Montreal,1.69,0.013519999999999999,-0.25,2.03,-3.36,0.8,9.67,12.16,5.74
2022-10-28,Calgary,5.6,0.0448,-1.42,4.17,-6.57,0.34,3.54,5.57,1.11
2022-10-28,Ottawa,2.64,0.02112,-0.9,2.53,-6.89,3.86,7.72,11.01,2.05
2022-10-28,Edmonton,5.64,0.04512,-8.46,-6.12,-11.26,0.02,5.84,8.4,4.25
2022-10-28,Quebec City,4.16,0.033280000000000004,-7.9,-4.75,-11.23,0.05,3.96,5.62,1.99
2022-10-28,Winnipeg,3.73,0.02984,-7.1,-2.45,-11.79,0.83,5.76,9.53,2.49
2022-10-28,Hamilton,5.4,0.0432,-9.92,-6.12,-14.4,0.16,5.04,7.01,1.84
2022-10-28,Halifax,2.82,0.02256,-3.64,2.05,-12.47,2.14,4.79,7.93,2.59
2022-10-29,Toronto,1.32,0.01056,3.17,8.4,-2.84,4.59,8.43,11.83,2.9
2022-10-29,Vancouver,1.08,0.00864,-0.11,3.02,-3.06,1.03,5.81,8.56,2.31
2022-10-29,Montreal,5.95,0.0476,0.4,7.36,-4.05,0.52,6.6,8.43,4.16
