Date,City,Solar Irradiance (W/m²)
2023-06-05,Quebec City,6.28
2023-06-05,Winnipeg,6.12
2023-06-05,Hamilton,3.89
2023-06-05,Halifax,3.62
2023-06-06,Toronto,4.95
2023-06-06,Vancouver,6.1
2023-06-06,Montreal,3.68
2023-06-06,Calgary,4.89
2023-06-06,Ottawa,5.11
2023-06-06,Edmonton,5.19
2023-06-06,Quebec City,4.86
2023-06-06,Winnipeg,3.03
2023-06-06,Hamilton,1.57
2023-06-06,Halifax,4.97
2023-06-07,Toronto,4.68
2023-06-07,Vancouver,5.13
2023-06-07,Montreal,3.94
2023-06-07,Calgary,6.01
2023-06-07,Ottawa,2.94
2023-06-07,Edmonton,7.17
2023-06-07,Quebec City,5.06
2023-06-07,Winnipeg,6.86
2023-06-07,Hamilton,4.36
2023-06-07,Halifax,3.29
2023-06-08,Toronto,7.06
2023-06-08,Vancouver,2.44
2023-06-08,Montreal,6.67
2023-06-08,Calgary,4.27
2023-06-08,Ottawa,2.15
2023-06-08,Edmonton,2.59
2023-06-08,Quebec City,5.24
2023-06-08,Winnipeg,3.0
2023-06-08,Hamilton,7.52
2023-06-08,Halifax,6.05
2023-06-09,Toronto,6.28
2023-06-09,Vancouver,6.98
2023-06-09,Montreal,5.13
2023-06-09,Calgary,4.61
2023-06-09,Ottawa,4.97
2023-06-09,Edmonton,3.09
2023-06-09,Quebec City,3.56
2023-06-09,Winnipeg,4.95
2023-06-09,Hamilton,8.02
2023-06-09,Halifax,2.79
2023-06-10,Toronto,2.81
2023-06-10,Vancouver,7.21
2023-06-10,Montreal,3.86
2023-06-10,Calgary,1.47
2023-06-10,Ottawa,4.37
2023-06-10,Edmonton,8.03
2023-06-10,Quebec City,8.27
2023-06-10,Winnipeg,6.92
2023-06-10,Hamilton,6.58
2023-06-10,Halifax,7.23
2023-06-11,Toronto,7.1
2023-06-11,Vancouver,7.52
2023-06-11,Montreal,6.09
2023-06-11,Calgary,2.49
2023-06-11,Ottawa,3.7
2023-06-11,Edmonton,4.84
2023-06-11,Quebec City,7.43
2023-06-11,Winnipeg,8.05
2023-06-11,Hamilton,5.79
2023-06-11,Halifax,5.27
2023-06-12,Toronto,7.11
2023-06-12,Vancouver,6.94
2023-06-12,Montreal,7.33
2023-06-12,Calgary,8.39
2023-06-12,Ottawa,8.23
2023-06-12,Edmonton,7.9
2023-06-12,Quebec City,6.69
2023-06-12,Winnipeg,7.0
2023-06-12,Hamilton,8.4
2023-06-12,Halifax,8.85
2023-06-13,Toronto,8.48
2023-06-13,Vancouver,8.6
2023-06-13,Montreal,8.25
2023-06-13,Calgary,8.41
2023-06-13,Ottawa,8.05
2023-06-13,Edmonton,7.36
2023-06-13,Quebec City,7.6
2023-06-13,Winnipeg,7.51
2023-06-13,Hamilton,4.66
2023-06-13,Halifax,2.91
2023-06-14,Toronto,5.64
2023-06-14,Vancouver,6.22
2023-06-14,Montreal,7.51
2023-06-14,Calgary,5.84
2023-06-14,Ottawa,7.89
2023-06-14,Edmonton,7.89
2023-06-14,Quebec City,7.58
2023-06-14,Winnipeg,7.81
2023-06-14,Hamilton,7.42
2023-06-14,Halifax,7.47
2023-06-15,Toronto,7.98
2023-06-15,Vancouver,7.15
2023-06-15,Montreal,7.73
2023-06-15,Calgary,7.26
2023-06-15,Ottawa,6.52
2023-06-15,Edmonton,7.38
2023-06-15,Quebec City,7.16
2023-06-15,Winnipeg,3.03
2023-06-15,Hamilton,6.14
2023-06-15,Halifax,5.78
2023-06-16,Toronto,6.79
2023-06-16,Vancouver,7.41
2023-06-16,Montreal,2.2
2023-06-16,Calgary,7.84
2023-06-16,Ottawa,7.34
2023-06-16,Edmonton,3.56
2023-06-16,Quebec City,6.97
2023-06-16,Winnipeg,5.24
2023-06-16,Hamilton,3.87
2023-06-16,Halifax,6.06
2023-06-17,Toronto,7.17
2023-06-17,Vancouver,7.2
2023-06-17,Montreal,6.88
2023-06-17,Calgary,5.8
2023-06-17,Ottawa,6.47
2023-06-17,Edmonton,6.34
2023-06-17,Quebec City,6.62
2023-06-17,Winnipeg,7.12
2023-06-17,Hamilton,6.27
2023-06-17,Halifax,3.74
2023-06-18,Toronto,4.79
2023-06-18,Vancouver,3.81
2023-06-18,Montreal,6.99
2023-06-18,Calgary,6.91
2023-06-18,Ottawa,6.75
2023-06-18,Edmonton,6.72
2023-06-18,Quebec City,5.84
2023-06-18,Winnipeg,6.54
2023-06-18,Hamilton,5.06
2023-06-18,Halifax,7.0
2023-06-19,Toronto,7.04
2023-06-19,Vancouver,7.01
2023-06-19,Montreal,5.96
2023-06-19,Calgary,2.78
2023-06-19,Ottawa,4.47
2023-06-19,Edmonton,5.63
2023-06-19,Quebec City,6.68
2023-06-19,Winnipeg,6.51
2023-06-19,Hamilton,5.64
2023-06-19,Halifax,5.94
2023-06-20,Toronto,6.09
2023-06-20,Vancouver,5.79
2023-06-20,Montreal,6.13
2023-06-20,Calgary,3.66
2023-06-20,Ottawa,3.61
2023-06-20,Edmonton,4.28
2023-06-20,Quebec City,4.09
2023-06-20,Winnipeg,5.62
2023-06-20,Hamilton,6.27
2023-06-20,Halifax,5.16
2023-06-21,Toronto,3.51
2023-06-21,Vancouver,5.63
2023-06-21,Montreal,5.92
2023-06-21,Calgary,2.98
2023-06-21,Ottawa,5.65
2023-06-21,Edmonton,2.5
2023-06-21,Quebec City,2.07
2023-06-21,Winnipeg,2.29
2023-06-21,Hamilton,2.85
2023-06-21,Halifax,4.84
2023-06-22,Toronto,4.7
2023-06-22,Vancouver,3.55
2023-06-22,Montreal,5.47
2023-06-22,Calgary,4.16
2023-06-22,Ottawa,3.89
2023-06-22,Edmonton,4.2
2023-06-22,Quebec City,5.36
2023-06-22,Winnipeg,5.41
2023-06-22,Hamilton,5.37
2023-06-22,Halifax,5.43
2023-06-23,Toronto,4.49
2023-06-23,Vancouver,5.11
2023-06-23,Montreal,3.31
2023-06-23,Calgary,4.31
2023-06-23,Ottawa,4.13
2023-06-23,Edmonton,4.17
2023-06-23,Quebec City,3.93
2023-06-23,Winnipeg,3.05
2023-06-23,Hamilton,2.69
2023-06-23,Halifax,3.57
2023-06-24,Toronto,2.63
2023-06-24,Vancouver,2.7
2023-06-24,Montreal,1.22
2023-06-24,Calgary,3.62
2023-06-24,Ottawa,3.25
2023-06-24,Edmonton,3.25
2023-06-24,Quebec City,3.23
2023-06-24,Winnipeg,3.8
2023-06-24,Hamilton,1.52
2023-06-24,Halifax,3.66
2023-06-25,Toronto,2.23
2023-06-25,Vancouver,4.17
2023-06-25,Montreal,3.3
2023-06-25,Calgary,0.52
2023-06-25,Ottawa,3.83
2023-06-25,Edmonton,3.67
2023-06-25,Quebec City,0.99
2023-06-25,Winnipeg,0.95
2023-06-25,Hamilton,2.52
2023-06-25,Halifax,1.63
2023-06-26,Toronto,1.03
2023-06-26,Vancouver,3.16
2023-06-26,Montreal,2.3
2023-06-26,Calgary,1.8
2023-06-26,Ottawa,0.89
2023-06-26,Edmonton,0.92
2023-06-26,Quebec City,3.25
2023-06-26,Winnipeg,1.1
2023-06-26,Hamilton,1.15
2023-06-26,Halifax,2.78
2023-06-27,Toronto,1.3
2023-06-27,Vancouver,1.98
2023-06-27,Montreal,1.29
2023-06-27,Calgary,3.14
2023-06-27,Ottawa,1.9
2023-06-27,Edmonton,2.63
2023-06-27,Quebec City,2.69
2023-06-27,Winnipeg,3.0
2023-06-27,Hamilton,2.74
2023-06-27,Halifax,2.53
2023-06-28,Toronto,2.43
2023-06-28,Vancouver,2.97
2023-06-28,Montreal,1.39
2023-06-28,Calgary,2.78
2023-06-28,Ottawa,0.44
2023-06-28,Edmonton,0.73
2023-06-28,Quebec City,1.91
2023-06-28,Winnipeg,1.52
2023-06-28,Hamilton,1.38
2023-06-28,Halifax,2.17
2023-06-29,Toronto,1.01
2023-06-29,Vancouver,0.29
2023-06-29,Montreal,1.0
2023-06-29,Calgary,1.08
2023-06-29,Ottawa,0.72
2023-06-29,Edmonton,0.64
2023-06-29,Quebec City,0.65
2023-06-29,Winnipeg,2.3
2023-06-29,Hamilton,2.16
2023-06-29,Halifax,0.33
2023-06-30,Toronto,0.89
2023-06-30,Vancouver,2.33
2023-06-30,Montreal,1.68
2023-06-30,Calgary,0.6
2023-06-30,Ottawa,1.16
2023-06-30,Edmonton,2.11
2023-06-30,Quebec City,2.25
2023-06-30,Winnipeg,2.25
2023-06-30,Hamilton,0.76
2023-06-30,Halifax,1.35
2023-07-01,Toronto,1.8
2023-07-01,Vancouver,0.6
2023-07-01,Montreal,1.18
2023-07-01,Calgary,0.7
2023-07-01,Ottawa,1.76
2023-07-01,Edmonton,0.84
2023-07-01,Quebec City,1.22
2023-07-01,Winnipeg,2.08
2023-07-01,Hamilton,0.8
2023-07-01,Halifax,0.77
2023-07-02,Toronto,0.79
2023-07-02,Vancouver,1.19
2023-07-02,Montreal,1.09
2023-07-02,Calgary,0.2
2023-07-02,Ottawa,0.87
2023-07-02,Edmonton,0.94
2023-07-02,Quebec City,0.92
2023-07-02,Winnipeg,0.5
2023-07-02,Hamilton,1.76
2023-07-02,Halifax,0.45
2023-07-03,Toronto,1.14
2023-07-03,Vancouver,0.81
2023-07-03,Montreal,0.95
2023-07-03,Calgary,0.44
2023-07-03,Ottawa,0.62
2023-07-03,Edmonton,0.64
2023-07-03,Quebec City,1.06
2023-07-03,Winnipeg,1.45
2023-07-03,Hamilton,1.47
2023-07-03,Halifax,2.0
2023-07-04,Toronto,1.03
2023-07-04,Vancouver,0.92
2023-07-04,Montreal,0.64
2023-07-04,Calgary,0.8
2023-07-04,Ottawa,1.02
2023-07-04,Edmonton,1.03
2023-07-04,Quebec City,1.88
2023-07-04,Winnipeg,1.09
2023-07-04,Hamilton,1.53
2023-07-04,Halifax,1.54
2023-07-05,Toronto,1.59
2023-07-05,Vancouver,1.24
2023-07-05,Montreal,1.46
2023-07-05,Calgary,2.56
2023-07-05,Ottawa,1.51
2023-07-05,Edmonton,2.32
2023-07-05,Quebec City,0.58
2023-07-05,Winnipeg,1.96
2023-07-05,Hamilton,2.05
2023-07-05,Halifax,1.35
2023-07-06,Toronto,2.37
2023-07-06,Vancouver,1.42
2023-07-06,Montreal,1.35
2023-07-06,Calgary,1.65
2023-07-06,Ottawa,2.9
2023-07-06,Edmonton,2.96
2023-07-06,Quebec City,1.03
2023-07-06,Winnipeg,1.76
2023-07-06,Hamilton,2.31
2023-07-06,Halifax,3.45
2023-07-07,Toronto,2.37
2023-07-07,Vancouver,3.19
2023-07-07,Montreal,3.03
2023-07-07,Calgary,2.42
2023-07-07,Ottawa,1.54
2023-07-07,Edmonton,3.08
2023-07-07,Quebec City,1.92
2023-07-07,Winnipeg,1.25
2023-07-07,Hamilton,2.92
2023-07-07,Halifax,1.45
2023-07-08,Toronto,1.69
2023-07-08,Vancouver,2.48
2023-07-08,Montreal,3.48
2023-07-08,Calgary,1.03
2023-07-08,Ottawa,1.43
2023-07-08,Edmonton,2.54
2023-07-08,Quebec City,4.38
2023-07-08,Winnipeg,4.2
2023-07-08,Hamilton,2.74
2023-07-08,Halifax,1.49
2023-07-09,Toronto,2.22
2023-07-09,Vancouver,3.45
2023-07-09,Montreal,4.08
2023-07-09,Calgary,4.42
2023-07-09,Ottawa,4.11
2023-07-09,Edmonton,3.09
2023-07-09,Quebec City,4.18
2023-07-09,Winnipeg,3.31
2023-07-09,Hamilton,4.59
2023-07-09,Halifax,3.94
2023-07-10,Toronto,2.74
2023-07-10,Vancouver,4.91
2023-07-10,Montreal,5.41
2023-07-10,Calgary,5.08
2023-07-10,Ottawa,5.47
2023-07-10,Edmonton,2.4
2023-07-10,Quebec City,4.32
2023-07-10,Winnipeg,2.05
2023-07-10,Hamilton,5.66
2023-07-10,Halifax,5.49
2023-07-11,Toronto,5.72
2023-07-11,Vancouver,5.62
2023-07-11,Montreal,4.25
2023-07-11,Calgary,4.04
2023-07-11,Ottawa,5.08
2023-07-11,Edmonton,2.06
2023-07-11,Quebec City,2.64
2023-07-11,Winnipeg,1.38
2023-07-11,Hamilton,5.15
2023-07-11,Halifax,5.52
2023-07-12,Toronto,2.87
2023-07-12,Vancouver,4.73
2023-07-12,Montreal,6.26
2023-07-12,Calgary,3.39
2023-07-12,Ottawa,6.39
2023-07-12,Edmonton,4.1
2023-07-12,Quebec City,4.91
2023-07-12,Winnipeg,6.12
2023-07-12,Hamilton,6.26
2023-07-12,Halifax,3.61
2023-07-13,Toronto,5.08
2023-07-13,Vancouver,2.32
2023-07-13,Montreal,1.83
2023-07-13,Calgary,4.15
2023-07-13,Ottawa,6.15
2023-07-13,Edmonton,2.74
2023-07-13,Quebec City,2.84
2023-07-13,Winnipeg,3.37
2023-07-13,Hamilton,4.55
2023-07-13,Halifax,5.19
2023-07-14,Toronto,3.36
2023-07-14,Vancouver,4.23
2023-07-14,Montreal,4.24
2023-07-14,Calgary,6.82
2023-07-14,Ottawa,5.95
2023-07-14,Edmonton,5.21
2023-07-14,Quebec City,6.7
2023-07-14,Winnipeg,5.24
2023-07-14,Hamilton,3.45
2023-07-14,Halifax,1.23
2023-07-15,Toronto,4.15
2023-07-15,Vancouver,6.91
2023-07-15,Montreal,3.76
2023-07-15,Calgary,2.78
2023-07-15,Ottawa,2.13
2023-07-15,Edmonton,3.32
2023-07-15,Quebec City,7.1
2023-07-15,Winnipeg,4.03
2023-07-15,Hamilton,5.8
2023-07-15,Halifax,4.08
2023-07-16,Toronto,5.66
2023-07-16,Vancouver,5.06
2023-07-16,Montreal,8.06
2023-07-16,Calgary,7.46
2023-07-16,Ottawa,7.65
2023-07-16,Edmonton,6.12
2023-07-16,Quebec City,6.42
2023-07-16,Winnipeg,7.49
2023-07-16,Hamilton,7.28
2023-07-16,Halifax,6.16
2023-07-17,Toronto,5.6
2023-07-17,Vancouver,6.02
2023-07-17,Montreal,3.93
2023-07-17,Calgary,5.35
2023-07-17,Ottawa,7.66
2023-07-17,Edmonton,5.62
2023-07-17,Quebec City,3.2
2023-07-17,Winnipeg,7.68
2023-07-17,Hamilton,1.46
2023-07-17,Halifax,6.73
2023-07-18,Toronto,8.34
2023-07-18,Vancouver,7.83
2023-07-18,Montreal,7.02
2023-07-18,Calgary,5.97
2023-07-18,Ottawa,4.18
2023-07-18,Edmonton,5.46
2023-07-18,Quebec City,7.01
2023-07-18,Winnipeg,7.67
2023-07-18,Hamilton,6.13
2023-07-18,Halifax,3.7
2023-07-19,Toronto,7.4
2023-07-19,Vancouver,8.01
2023-07-19,Montreal,7.32
2023-07-19,Calgary,7.58
2023-07-19,Ottawa,6.16
2023-07-19,Edmonton,4.55
2023-07-19,Quebec City,8.44
2023-07-19,Winnipeg,8.33
2023-07-19,Hamilton,8.55
2023-07-19,Halifax,3.23
2023-07-20,Toronto,5.53
2023-07-20,Vancouver,7.32
2023-07-20,Montreal,5.67
2023-07-20,Calgary,6.81
2023-07-20,Ottawa,8.03
2023-07-20,Edmonton,7.11
2023-07-20,Quebec City,3.12
2023-07-20,Winnipeg,3.47
2023-07-20,Hamilton,6.69
2023-07-20,Halifax,7.17
2023-07-21,Toronto,5.7
2023-07-21,Vancouver,4.45
2023-07-21,Montreal,6.21
2023-07-21,Calgary,5.97
2023-07-21,Ottawa,6.27
2023-07-21,Edmonton,7.65
2023-07-21,Quebec City,6.58
2023-07-21,Winnipeg,6.66
2023-07-21,Hamilton,3.42
2023-07-21,Halifax,1.57
2023-07-22,Toronto,2.5
2023-07-22,Vancouver,7.37
2023-07-22,Montreal,2.23
2023-07-22,Calgary,4.33
2023-07-22,Ottawa,4.66
2023-07-22,Edmonton,6.41
2023-07-22,Quebec City,4.8
2023-07-22,Winnipeg,4.25
2023-07-22,Hamilton,2.29
2023-07-22,Halifax,5.84
2023-07-23,Toronto,5.53
2023-07-23,Vancouver,4.46
2023-07-23,Montreal,7.55
2023-07-23,Calgary,5.52
2023-07-23,Ottawa,7.65
2023-07-23,Edmonton,2.51
2023-07-23,Quebec City,6.78
2023-07-23,Winnipeg,6.48
2023-07-23,Hamilton,3.53
2023-07-23,Halifax,6.84
2023-07-24,Toronto,3.9
2023-07-24,Vancouver,7.22
2023-07-24,Montreal,5.64
2023-07-24,Calgary,3.76
2023-07-24,Ottawa,7.18
2023-07-24,Edmonton,6.73
2023-07-24,Quebec City,7.18
2023-07-24,Winnipeg,6.98
2023-07-24,Hamilton,6.17
2023-07-24,Halifax,4.45
2023-07-25,Toronto,3.81
2023-07-25,Vancouver,6.2
2023-07-25,Montreal,3.17
2023-07-25,Calgary,5.58
2023-07-25,Ottawa,4.59
2023-07-25,Edmonton,4.29
2023-07-25,Quebec City,7.1
2023-07-25,Winnipeg,6.79
2023-07-25,Hamilton,4.64
2023-07-25,Halifax,3.57
2023-07-26,Toronto,3.13
2023-07-26,Vancouver,5.96
2023-07-26,Montreal,5.83
2023-07-26,Calgary,4.66
2023-07-26,Ottawa,5.16
2023-07-26,Edmonton,5.85
2023-07-26,Quebec City,6.3
2023-07-26,Winnipeg,3.42
2023-07-26,Hamilton,5.04
2023-07-26,Halifax,4.86
2023-07-27,Toronto,5.32
2023-07-27,Vancouver,5.04
2023-07-27,Montreal,5.59
2023-07-27,Calgary,5.55
2023-07-27,Ottawa,5.3
2023-07-27,Edmonton,6.47
2023-07-27,Quebec City,5.44
2023-07-27,Winnipeg,4.92
2023-07-27,Hamilton,5.09
2023-07-27,Halifax,5.24
2023-07-28,Toronto,5.67
2023-07-28,Vancouver,5.28
2023-07-28,Montreal,4.24
2023-07-28,Calgary,5.25
2023-07-28,Ottawa,4.83
2023-07-28,Edmonton,1.77
2023-07-28,Quebec City,4.05
2023-07-28,Winnipeg,3.47
2023-07-28,Hamilton,3.78
2023-07-28,Halifax,5.22
2023-07-29,Toronto,4.36
2023-07-29,Vancouver,5.25
2023-07-29,Montreal,5.56
2023-07-29,Calgary,4.18
2023-07-29,Ottawa,2.91
2023-07-29,Edmonton,1.07
2023-07-29,Quebec City,2.86
2023-07-29,Winnipeg,3.33
2023-07-29,Hamilton,2.91
2023-07-29,Halifax,3.76
2023-07-30,Toronto,3.81
2023-07-30,Vancouver,4.76
2023-07-30,Montreal,4.89
2023-07-30,Calgary,3.46
2023-07-30,Ottawa,4.43
2023-07-30,Edmonton,4.1
2023-07-30,Quebec City,1.02
2023-07-30,Winnipeg,0.78
2023-07-30,Hamilton,1.47
2023-07-30,Halifax,2.3
2023-07-31,Toronto,2.17
2023-07-31,Vancouver,1.98
2023-07-31,Montreal,1.32
2023-07-31,Calgary,2.44
2023-07-31,Ottawa,3.58
2023-07-31,Edmonton,3.02
2023-07-31,Quebec City,1.92
2023-07-31,Winnipeg,2.73
2023-07-31,Hamilton,1.31
2023-07-31,Halifax,1.68
2023-08-01,Toronto,3.12
2023-08-01,Vancouver,3.33
2023-08-01,Montreal,3.94
2023-08-01,Calgary,1.85
2023-08-01,Ottawa,1.09
2023-08-01,Edmonton,2.62
2023-08-01,Quebec City,2.39
2023-08-01,Winnipeg,3.01
2023-08-01,Hamilton,0.49
2023-08-01,Halifax,0.92
2023-08-02,Toronto,3.29
2023-08-02,Vancouver,2.23
2023-08-02,Montreal,1.32
2023-08-02,Calgary,0.98
2023-08-02,Ottawa,2.24
2023-08-02,Edmonton,2.83
2023-08-02,Quebec City,2.29
2023-08-02,Winnipeg,2.39
2023-08-02,Hamilton,1.83
2023-08-02,Halifax,2.77
2023-08-03,Toronto,2.94
2023-08-03,Vancouver,3.0
2023-08-03,Montreal,2.94
2023-08-03,Calgary,1.4
2023-08-03,Ottawa,3.0
2023-08-03,Edmonton,1.55
2023-08-03,Quebec City,2.44
2023-08-03,Winnipeg,2.05
2023-08-03,Hamilton,0.46
2023-08-03,Halifax,1.87
2023-08-04,Toronto,2.16
2023-08-04,Vancouver,0.52
2023-08-04,Montreal,1.24
2023-08-04,Calgary,2.13
2023-08-04,Ottawa,1.25
2023-08-04,Edmonton,1.12
2023-08-04,Quebec City,1.73
2023-08-04,Winnipeg,2.41
2023-08-04,Hamilton,1.75
2023-08-04,Halifax,0.34
2023-08-05,Toronto,1.0
2023-08-05,Vancouver,1.27
2023-08-05,Montreal,0.62
2023-08-05,Calgary,1.34
2023-08-05,Ottawa,0.98
2023-08-05,Edmonton,1.6
2023-08-05,Quebec City,0.94
2023-08-05,Winnipeg,1.31
2023-08-05,Hamilton,1.45
2023-08-05,Halifax,0.74
2023-08-06,Toronto,0.68
2023-08-06,Vancouver,1.04
2023-08-06,Montreal,0.78
2023-08-06,Calgary,0.72
2023-08-06,Ottawa,1.06
2023-08-06,Edmonton,1.42
2023-08-06,Quebec City,2.22
2023-08-06,Winnipeg,2.16
2023-08-06,Hamilton,2.14
2023-08-06,Halifax,0.37
2023-08-07,Toronto,0.82
2023-08-07,Vancouver,2.18
2023-08-07,Montreal,0.41
2023-08-07,Calgary,1.95
2023-08-07,Ottawa,1.24
2023-08-07,Edmonton,1.3
2023-08-07,Quebec City,1.41
2023-08-07,Winnipeg,1.26
2023-08-07,Hamilton,0.82
2023-08-07,Halifax,0.54
2023-08-08,Toronto,0.99
2023-08-08,Vancouver,0.46
2023-08-08,Montreal,1.11
2023-08-08,Calgary,0.81
2023-08-08,Ottawa,0.89
2023-08-08,Edmonton,1.02
2023-08-08,Quebec City,0.5
2023-08-08,Winnipeg,1.0
2023-08-08,Hamilton,1.96
2023-08-08,Halifax,1.72
2023-08-09,Toronto,0.67
2023-08-09,Vancouver,1.54
2023-08-09,Montreal,1.92
2023-08-09,Calgary,1.56
2023-08-09,Ottawa,0.7
2023-08-09,Edmonton,1.68
2023-08-09,Quebec City,1.22
2023-08-09,Winnipeg,0.4
2023-08-09,Hamilton,0.76
2023-08-09,Halifax,1.92
2023-08-10,Toronto,1.93
2023-08-10,Vancouver,2.34
2023-08-10,Montreal,0.54
2023-08-10,Calgary,2.09
2023-08-10,Ottawa,1.2
2023-08-10,Edmonton,2.13
2023-08-10,Quebec City,1.92
2023-08-10,Winnipeg,1.46
2023-08-10,Hamilton,1.64
2023-08-10,Halifax,1.21
2023-08-11,Toronto,2.16
2023-08-11,Vancouver,1.85
2023-08-11,Montreal,1.22
2023-08-11,Calgary,2.26
2023-08-11,Ottawa,2.61
2023-08-11,Edmonton,1.94
2023-08-11,Quebec City,2.03
2023-08-11,Winnipeg,2.38
2023-08-11,Hamilton,0.89
2023-08-11,Halifax,1.15
2023-08-12,Toronto,2.07
2023-08-12,Vancouver,3.36
2023-08-12,Montreal,2.85
2023-08-12,Calgary,2.66
2023-08-12,Ottawa,2.3
2023-08-12,Edmonton,2.64
2023-08-12,Quebec City,1.86
2023-08-12,Winnipeg,1.79
2023-08-12,Hamilton,2.62
2023-08-12,Halifax,2.98
2023-08-13,Toronto,3.66
2023-08-13,Vancouver,3.1
2023-08-13,Montreal,3.0
2023-08-13,Calgary,1.12
2023-08-13,Ottawa,3.02
2023-08-13,Edmonton,2.8
2023-08-13,Quebec City,3.53
2023-08-13,Winnipeg,3.07
2023-08-13,Hamilton,1.46
2023-08-13,Halifax,3.51
2023-08-14,Toronto,3.63
2023-08-14,Vancouver,3.09
2023-08-14,Montreal,2.66
2023-08-14,Calgary,3.09
2023-08-14,Ottawa,3.68
2023-08-14,Edmonton,2.54
2023-08-14,Quebec City,3.61
2023-08-14,Winnipeg,4.05
2023-08-14,Hamilton,3.7
2023-08-14,Halifax,3.17
2023-08-15,Toronto,4.23
2023-08-15,Vancouver,1.36
2023-08-15,Montreal,4.07
2023-08-15,Calgary,3.15
2023-08-15,Ottawa,4.19
2023-08-15,Edmonton,1.51
2023-08-15,Quebec City,3.17
2023-08-15,Winnipeg,2.63
2023-08-15,Hamilton,2.95
2023-08-15,Halifax,2.16
2023-08-16,Toronto,2.64
2023-08-16,Vancouver,4.81
2023-08-16,Montreal,3.6
2023-08-16,Calgary,1.8
2023-08-16,Ottawa,4.25
2023-08-16,Edmonton,4.79
2023-08-16,Quebec City,4.18
2023-08-16,Winnipeg,1.11
2023-08-16,Hamilton,2.6
2023-08-16,Halifax,2.08
2023-08-17,Toronto,2.61
2023-08-17,Vancouver,3.5
2023-08-17,Montreal,4.33
2023-08-17,Calgary,6.2
2023-08-17,Ottawa,1.56
2023-08-17,Edmonton,4.19
2023-08-17,Quebec City,2.81
2023-08-17,Winnipeg,5.4
2023-08-17,Hamilton,2.72
2023-08-17,Halifax,4.24
2023-08-18,Toronto,5.12
2023-08-18,Vancouver,3.46
2023-08-18,Montreal,4.07
2023-08-18,Calgary,4.15
2023-08-18,Ottawa,3.02
2023-08-18,Edmonton,4.36
2023-08-18,Quebec City,3.67
2023-08-18,Winnipeg,6.38
2023-08-18,Hamilton,3.21
2023-08-18,Halifax,5.45
2023-08-19,Toronto,4.31
2023-08-19,Vancouver,4.63
2023-08-19,Montreal,6.45
2023-08-19,Calgary,3.44
2023-08-19,Ottawa,2.95
2023-08-19,Edmonton,6.89
2023-08-19,Quebec City,2.68
2023-08-19,Winnipeg,7.02
2023-08-19,Hamilton,3.53
2023-08-19,Halifax,6.38
2023-08-20,Toronto,2.77
2023-08-20,Vancouver,2.72
2023-08-20,Montreal,3.96
2023-08-20,Calgary,7.69
2023-08-20,Ottawa,7.81
2023-08-20,Edmonton,7.0
2023-08-20,Quebec City,2.11
2023-08-20,Winnipeg,1.72
2023-08-20,Hamilton,2.58
2023-08-20,Halifax,4.29
2023-08-21,Toronto,6.35
2023-08-21,Vancouver,4.54
2023-08-21,Montreal,8.02
2023-08-21,Calgary,8.08
2023-08-21,Ottawa,7.89
2023-08-21,Edmonton,6.83
2023-08-21,Quebec City,7.26
2023-08-21,Winnipeg,7.51
2023-08-21,Hamilton,7.46
2023-08-21,Halifax,7.19
2023-08-22,Toronto,7.17
2023-08-22,Vancouver,2.81
2023-08-22,Montreal,6.04
2023-08-22,Calgary,4.16
2023-08-22,Ottawa,4.9
2023-08-22,Edmonton,5.12
2023-08-22,Quebec City,4.32
2023-08-22,Winnipeg,2.39
2023-08-22,Hamilton,6.43
2023-08-22,Halifax,7.5
2023-08-23,Toronto,5.09
2023-08-23,Vancouver,4.88
2023-08-23,Montreal,3.81
2023-08-23,Calgary,6.26
2023-08-23,Ottawa,7.42
2023-08-23,Edmonton,7.42
2023-08-23,Quebec City,6.88
2023-08-23,Winnipeg,3.42
2023-08-23,Hamilton,5.18
2023-08-23,Halifax,7.07
2023-08-24,Toronto,8.65
2023-08-24,Vancouver,6.51
2023-08-24,Montreal,3.38
2023-08-24,Calgary,2.85
2023-08-24,Ottawa,6.56
2023-08-24,Edmonton,4.87
2023-08-24,Quebec City,7.74
2023-08-24,Winnipeg,5.88
2023-08-24,Hamilton,4.02
2023-08-24,Halifax,7.41
2023-08-25,Toronto,8.17
2023-08-25,Vancouver,5.0
2023-08-25,Montreal,6.11
2023-08-25,Calgary,7.87
2023-08-25,Ottawa,8.88
2023-08-25,Edmonton,7.65
2023-08-25,Quebec City,5.21
2023-08-25,Winnipeg,7.91
2023-08-25,Hamilton,7.45
2023-08-25,Halifax,8.35
2023-08-26,Toronto,8.21
2023-08-26,Vancouver,7.91
2023-08-26,Montreal,4.26
2023-08-26,Calgary,6.43
2023-08-26,Ottawa,8.57
2023-08-26,Edmonton,4.72
2023-08-26,Quebec City,6.91
2023-08-26,Winnipeg,3.77
2023-08-26,Hamilton,7.51
2023-08-26,Halifax,8.33
2023-08-27,Toronto,5.57
2023-08-27,Vancouver,2.47
2023-08-27,Montreal,4.96
2023-08-27,Calgary,7.53
2023-08-27,Ottawa,4.94
2023-08-27,Edmonton,8.45
2023-08-27,Quebec City,7.88
2023-08-27,Winnipeg,6.6
2023-08-27,Hamilton,6.34
2023-08-27,Halifax,4.42
2023-08-28,Toronto,7.73
2023-08-28,Vancouver,7.59
2023-08-28,Montreal,7.69
