Date,City,Temperature (°C),Max Temperature (°C),Min Temperature (°C),Precipitation (mm),Wind Speed (m/s),Max Wind Speed (m/s),Min Wind Speed (m/s),Estimated Solar Energy Consumption (kWh)
2023-06-13,Quebec City,25.31,31.73,17.92,0.27,2.08,2.62,0.79,0.00254144
2023-06-13,Winnipeg,25.61,32.55,17.71,1.39,3.12,4.51,2.04,0.0024816044000000002
2023-06-13,Hamilton,23.55,27.91,19.92,0.45,2.17,3.78,1.33,0.0009554864000000001
2023-06-13,Halifax,21.91,26.17,16.08,9.4,5.49,8.33,1.63,0.0003725964
2023-06-14,Toronto,18.19,22.6,13.74,0.84,7.63,9.27,3.94,0.0013996224000000002
2023-06-14,Vancouver,18.94,24.06,12.59,0.04,4.15,5.81,2.7,0.0017022896
2023-06-14,Montreal,23.06,30.78,14.93,0.08,4.66,6.27,3.04,0.0024816044000000002
2023-06-14,Calgary,23.16,29.1,17.64,4.62,4.36,7.58,2.11,0.0015006464
2023-06-14,Ottawa,22.57,29.82,14.79,0.02,4.08,5.73,2.71,0.0027390924
2023-06-14,Edmonton,24.6,32.28,16.72,0.15,2.89,3.94,1.92,0.0027390924
2023-06-14,Quebec City,23.61,29.77,17.27,1.11,2.87,4.25,1.46,0.0025280816
2023-06-14,Winnipeg,25.18,31.55,17.8,0.38,2.39,3.76,0.68,0.0026838283999999994
2023-06-14,Hamilton,27.15,34.91,19.19,0.0,4.71,6.72,3.08,0.0024224816
2023-06-14,Halifax,26.59,33.0,20.11,0.75,4.45,5.54,3.44,0.0024552396000000003
2023-06-15,Toronto,25.77,33.49,19.02,0.01,3.62,5.17,2.13,0.0028019376000000006
2023-06-15,Vancouver,26.35,34.1,17.65,0.49,2.06,2.85,0.33,0.00224939
2023-06-15,Montreal,26.51,32.87,19.49,0.03,2.98,4.14,1.64,0.0026291276000000004
2023-06-15,Calgary,28.94,36.76,20.26,0.29,2.73,4.27,1.17,0.0023191343999999997
2023-06-15,Ottawa,28.39,34.89,22.69,1.37,2.49,3.23,1.09,0.0018704575999999996
2023-06-15,Edmonton,28.55,35.28,21.07,8.79,2.43,3.84,1.11,0.0023964336
2023-06-15,Quebec City,28.03,33.59,22.09,3.95,2.85,4.86,0.97,0.0022556864000000004
2023-06-15,Winnipeg,23.99,28.07,19.29,5.07,4.69,8.49,1.07,0.0004039596
2023-06-15,Hamilton,22.01,27.06,17.12,0.61,4.63,5.52,3.3,0.0016587823999999996
2023-06-15,Halifax,21.2,27.29,15.27,0.86,4.14,5.49,2.35,0.0014699696
2023-06-16,Toronto,23.08,30.21,14.93,0.01,2.55,4.17,0.8,0.0020285804
2023-06-16,Vancouver,23.6,30.63,17.25,0.47,3.15,4.4,1.41,0.0024159564000000005
2023-06-16,Montreal,23.85,29.91,20.33,4.16,4.02,7.38,2.26,0.00021296000000000005
2023-06-16,Calgary,25.31,33.71,17.18,0.24,3.68,6.18,0.96,0.0027044864000000004
2023-06-16,Ottawa,27.46,35.26,19.59,0.0,5.01,8.17,2.72,0.0023705264
2023-06-16,Edmonton,25.99,30.09,23.02,10.61,6.65,10.3,4.26,0.0005576384
2023-06-16,Quebec City,24.0,30.61,17.79,0.14,5.44,7.99,2.55,0.0021375596
2023-06-16,Winnipeg,22.83,29.48,14.92,0.17,1.97,3.05,0.72,0.0012081344000000002
2023-06-16,Hamilton,23.96,29.76,19.31,7.09,3.27,6.75,1.22,0.0006589836000000001
2023-06-16,Halifax,23.88,30.46,18.28,1.31,3.29,5.15,1.82,0.0016158384
2023-06-17,Toronto,23.47,29.68,17.31,0.09,2.99,4.14,1.38,0.0022619916
2023-06-17,Vancouver,25.74,33.03,19.24,1.69,2.51,4.24,0.33,0.00228096
2023-06-17,Montreal,27.45,35.44,19.49,0.0,5.5,7.1,3.37,0.0020827136
2023-06-17,Calgary,27.29,33.7,21.61,2.28,6.09,8.0,2.33,0.00148016
2023-06-17,Ottawa,24.37,31.26,17.53,0.03,4.85,7.3,3.02,0.0018418796000000002
2023-06-17,Edmonton,24.31,31.09,19.07,0.63,4.87,7.6,2.28,0.0017686064
2023-06-17,Quebec City,23.09,29.96,16.29,0.09,3.05,4.05,2.12,0.0019282736
2023-06-17,Winnipeg,23.75,29.97,16.95,0.57,2.57,4.05,0.77,0.0022305536
2023-06-17,Hamilton,23.76,30.27,17.72,3.28,3.6,4.99,1.74,0.0017297675999999997
2023-06-17,Halifax,23.16,28.18,17.6,28.26,7.85,11.81,4.03,0.0006154544000000001
2023-06-18,Toronto,21.09,26.1,15.76,11.89,3.55,6.87,1.14,0.0010095404000000003
2023-06-18,Vancouver,21.11,26.44,15.83,6.7,2.26,5.44,0.36,0.0006387084
2023-06-18,Montreal,18.65,24.48,13.51,0.13,5.11,7.59,1.95,0.0021498444000000003
2023-06-18,Calgary,20.26,26.22,14.9,0.0,1.52,2.2,0.57,0.0021009164000000006
2023-06-18,Ottawa,21.4,27.26,15.4,0.09,2.06,2.7,0.79,0.00200475
2023-06-18,Edmonton,23.33,29.43,16.79,0.0,2.36,5.0,0.54,0.0019869696
2023-06-18,Quebec City,24.75,30.43,19.04,0.77,5.41,7.78,2.64,0.0015006464
2023-06-18,Winnipeg,26.56,32.74,20.97,0.26,4.37,6.14,2.27,0.0018819504000000002
2023-06-18,Hamilton,24.58,30.14,17.56,0.29,5.38,8.89,2.03,0.0011265583999999996
2023-06-18,Halifax,24.29,32.72,15.1,0.33,1.43,2.84,0.11,0.002156
2023-06-19,Toronto,24.79,31.77,17.84,0.06,3.14,4.65,2.09,0.0021807104000000003
2023-06-19,Vancouver,24.15,30.68,18.81,0.82,4.4,5.64,2.72,0.0021621644
2023-06-19,Montreal,22.58,28.22,17.42,0.57,2.99,4.94,1.31,0.0015629504000000002
2023-06-19,Calgary,21.89,28.18,15.63,2.63,4.85,8.16,2.29,0.00034004959999999997
2023-06-19,Ottawa,19.75,26.46,14.07,1.96,3.3,5.32,2.16,0.0008791595999999999
2023-06-19,Edmonton,18.99,25.37,13.55,0.3,4.51,6.52,2.68,0.0013946636
2023-06-19,Quebec City,18.23,25.5,11.74,1.35,2.49,3.29,1.58,0.0019633855999999996
2023-06-19,Winnipeg,21.25,29.07,13.37,1.03,4.33,7.29,0.87,0.0018647244
2023-06-19,Hamilton,23.19,30.69,16.36,0.67,4.2,5.3,1.89,0.0013996224000000002
2023-06-19,Halifax,24.96,31.78,18.44,1.11,2.02,3.16,0.59,0.0015524784
2023-06-20,Toronto,25.69,33.58,18.13,0.3,3.36,5.19,1.77,0.0016318764
2023-06-20,Vancouver,26.37,33.45,19.74,1.2,4.32,6.88,2.33,0.0014750604
2023-06-20,Montreal,23.54,28.9,17.01,0.21,5.52,8.39,2.13,0.0016533836000000002
2023-06-20,Calgary,19.76,23.78,13.82,5.92,1.79,3.47,0.1,0.0005894064000000001
2023-06-20,Ottawa,23.55,29.67,17.22,1.03,6.47,9.43,2.06,0.0005734124000000001
2023-06-20,Edmonton,21.54,29.39,15.15,2.14,2.76,6.08,1.12,0.0008060096
2023-06-20,Quebec City,22.23,27.6,16.17,1.99,7.82,11.75,3.69,0.0007360364000000002
2023-06-20,Winnipeg,19.45,25.49,13.57,0.39,3.09,5.1,1.39,0.0013897136000000003
2023-06-20,Hamilton,20.85,26.86,15.8,1.52,4.17,6.31,1.88,0.0017297675999999997
2023-06-20,Halifax,22.87,29.8,16.86,5.22,3.62,4.7,2.59,0.0011715264000000001
2023-06-21,Toronto,23.31,28.93,17.87,4.88,6.14,9.01,3.02,0.0005420843999999999
2023-06-21,Vancouver,21.2,28.81,15.67,2.65,5.37,9.64,0.86,0.0013946636
2023-06-21,Montreal,17.54,23.55,13.04,0.06,5.63,9.11,2.63,0.0015420416
2023-06-21,Calgary,16.94,24.1,11.43,0.31,4.54,8.27,1.73,0.00039073760000000004
2023-06-21,Ottawa,16.92,23.98,9.33,0.03,2.96,4.92,0.83,0.0014045900000000005
2023-06-21,Edmonton,21.25,28.07,14.77,8.3,7.73,11.85,3.11,0.000275
2023-06-21,Quebec City,15.37,18.48,13.46,1.64,3.77,5.72,2.41,0.0001885356
2023-06-21,Winnipeg,18.29,25.38,13.26,0.79,2.15,3.19,1.34,0.0002307404
2023-06-21,Hamilton,18.29,24.12,13.34,0.18,3.68,5.18,1.22,0.0003573900000000001
2023-06-21,Halifax,14.12,20.24,9.49,0.0,3.72,5.26,2.34,0.0010307263999999997
2023-06-22,Toronto,17.61,25.91,9.91,0.31,3.82,5.1,2.22,0.00097196
2023-06-22,Vancouver,20.47,26.05,14.08,7.24,6.59,9.15,3.02,0.0005545099999999999
2023-06-22,Montreal,13.93,20.0,7.33,0.08,3.61,5.27,2.23,0.0013165196
2023-06-22,Calgary,13.37,21.55,5.79,0.0,4.52,7.09,1.56,0.0007614464000000002
2023-06-22,Ottawa,17.62,24.36,12.51,0.03,6.88,9.47,4.39,0.0006658124
2023-06-22,Edmonton,15.92,22.39,9.03,0.01,3.85,5.79,2.48,0.00077616
2023-06-22,Quebec City,10.67,16.85,4.68,0.13,4.54,6.1,2.9,0.0012641024000000004
2023-06-22,Winnipeg,9.6,16.81,2.87,0.27,2.22,2.93,1.05,0.0012877964
2023-06-22,Hamilton,11.13,17.41,5.48,0.02,3.49,4.47,2.51,0.0012688236
2023-06-22,Halifax,12.84,20.87,6.15,0.01,3.36,4.47,2.51,0.0012973356
2023-06-23,Toronto,15.43,23.98,7.56,0.01,2.86,4.47,1.69,0.0008870444000000002
2023-06-23,Vancouver,17.97,26.75,11.4,0.7,3.98,5.87,2.36,0.0011489324
2023-06-23,Montreal,19.1,25.82,13.19,0.73,2.83,3.46,2.14,0.0004820684
2023-06-23,Calgary,19.19,27.3,12.97,0.43,2.1,3.59,0.65,0.0008173483999999999
2023-06-23,Ottawa,19.53,27.33,13.21,0.16,4.71,8.26,2.24,0.0007505036
2023-06-23,Edmonton,20.61,26.14,17.0,0.02,6.82,10.09,3.28,0.0007651116000000001
2023-06-23,Quebec City,19.99,25.6,14.1,10.32,5.73,8.41,2.69,0.0006795756000000002
2023-06-23,Winnipeg,14.65,20.48,10.65,0.74,4.68,6.5,2.35,0.00040931
2023-06-23,Hamilton,12.29,15.8,9.1,4.3,7.21,12.05,3.05,0.0003183884
2023-06-23,Halifax,11.84,17.48,8.45,1.87,4.99,7.64,1.96,0.0005607755999999999
2023-06-24,Toronto,9.7,15.2,5.41,0.33,3.62,5.54,1.92,0.0003043436
2023-06-24,Vancouver,8.61,13.67,5.05,0.34,2.5,4.19,0.34,0.00032076000000000007
2023-06-24,Montreal,8.9,13.49,5.27,4.55,2.81,5.08,0.96,6.54896e-05
2023-06-24,Calgary,10.14,16.84,4.88,0.06,3.68,5.2,2.4,0.0005765936
2023-06-24,Ottawa,13.29,19.99,7.05,0.01,6.86,10.63,4.41,0.00046474999999999994
2023-06-24,Edmonton,13.77,18.03,7.55,2.68,8.36,12.55,3.59,0.00046474999999999994
2023-06-24,Quebec City,9.65,15.84,4.05,0.11,4.25,7.42,2.61,0.0004590476
2023-06-24,Winnipeg,12.14,20.02,4.63,0.85,4.2,7.61,0.31,0.00063536
2023-06-24,Hamilton,15.54,22.8,8.43,0.26,7.52,10.72,3.8,0.00010165760000000002
2023-06-24,Halifax,8.78,12.88,5.41,1.13,6.39,8.57,4.25,0.0005894064000000001
2023-06-25,Toronto,13.55,18.92,8.3,5.01,5.89,7.85,3.67,0.0002188076
2023-06-25,Vancouver,13.01,18.9,7.76,3.81,4.73,6.3,2.71,0.0007651116000000001
2023-06-25,Montreal,11.77,17.05,5.77,0.42,4.32,5.37,2.92,0.00047916
2023-06-25,Calgary,11.63,14.61,7.48,8.43,7.49,11.1,4.16,1.1897600000000003e-05
2023-06-25,Ottawa,6.64,11.4,2.57,0.68,4.3,6.06,2.61,0.0006454316000000001
2023-06-25,Edmonton,8.4,13.24,2.68,0.07,5.1,7.01,3.08,0.0005926316
2023-06-25,Quebec City,11.34,14.29,9.75,2.88,7.04,9.29,4.43,4.312440000000001e-05
2023-06-25,Winnipeg,6.93,9.82,5.27,3.67,2.23,5.45,0.28,3.971e-05
2023-06-25,Hamilton,7.33,12.37,3.3,0.95,3.51,5.24,2.28,0.00027941760000000005
2023-06-25,Halifax,12.02,17.16,7.14,6.45,6.11,10.33,1.42,0.00011690359999999998
2023-06-26,Toronto,9.1,12.01,6.99,2.99,2.57,4.23,1.36,4.667960000000001e-05
2023-06-26,Vancouver,16.76,25.08,8.08,3.82,7.96,10.84,2.19,0.00043936640000000004
2023-06-26,Montreal,5.58,10.15,0.19,0.45,4.41,7.9,2.51,0.00023275999999999996
2023-06-26,Calgary,4.51,8.26,0.45,0.02,4.66,6.55,2.3,0.00014256
2023-06-26,Ottawa,5.8,8.73,4.04,0.87,2.75,4.07,1.54,3.48524e-05
2023-06-26,Edmonton,3.25,7.81,-1.34,2.73,2.75,5.81,0.89,3.7241600000000006e-05
2023-06-26,Quebec City,4.1,11.5,-1.61,0.04,4.47,7.8,2.31,0.00046474999999999994
2023-06-26,Winnipeg,4.98,10.88,1.37,0.82,3.84,6.54,0.37,5.324000000000001e-05
2023-06-26,Hamilton,0.4,4.97,-4.95,0.21,3.81,5.11,2.38,5.818999999999999e-05
2023-06-26,Halifax,1.26,7.27,-4.8,0.03,3.61,6.75,0.93,0.00034004959999999997
2023-06-27,Toronto,4.22,8.34,-0.36,4.81,9.64,12.54,6.6,7.436000000000001e-05
2023-06-27,Vancouver,1.46,4.63,-3.27,0.19,9.57,11.72,6.79,0.00017249760000000004
2023-06-27,Montreal,4.3,8.54,0.68,1.18,3.7,9.53,0.48,7.322040000000001e-05
2023-06-27,Calgary,11.19,18.82,3.56,0.52,7.2,10.69,3.56,0.0004338224000000001
2023-06-27,Ottawa,11.73,16.68,8.1,0.05,6.25,7.58,4.89,0.00015884
2023-06-27,Edmonton,12.47,20.17,7.82,0.02,5.96,8.15,4.59,0.0003043436
2023-06-27,Quebec City,12.12,20.32,7.95,0.09,5.39,7.6,4.05,0.0003183884
2023-06-27,Winnipeg,11.39,20.99,4.52,0.0,3.24,4.18,2.56,0.00039600000000000003
2023-06-27,Hamilton,13.27,22.37,8.26,0.06,3.15,5.22,2.27,0.00033033440000000014
2023-06-27,Halifax,15.62,22.48,10.45,0.3,5.75,7.28,3.82,0.0002816395999999999
2023-06-28,Toronto,10.63,15.61,1.08,3.27,6.5,8.66,2.56,0.00025981560000000003
2023-06-28,Vancouver,4.09,10.13,0.47,0.27,2.25,3.13,1.31,0.0003881196
2023-06-28,Montreal,3.89,9.31,0.05,0.79,4.41,7.41,1.46,8.501239999999999e-05
2023-06-28,Calgary,1.66,7.51,-2.51,0.06,2.98,4.91,1.32,0.00034004959999999997
2023-06-28,Ottawa,6.65,12.95,3.12,11.65,10.82,17.72,4.84,8.518400000000001e-06
2023-06-28,Edmonton,2.21,5.11,-0.24,0.87,8.25,12.33,3.93,2.34476e-05
2023-06-28,Quebec City,-1.1,0.95,-4.45,0.37,6.38,11.07,3.08,0.0001605164
2023-06-28,Winnipeg,-1.84,2.85,-4.26,0.38,2.82,4.51,1.23,0.00010165760000000002
2023-06-28,Hamilton,8.09,13.7,0.57,0.11,8.78,11.97,4.92,8.379359999999998e-05
2023-06-28,Halifax,10.78,15.51,4.27,0.03,7.91,11.72,3.63,0.0002071916
2023-06-29,Toronto,1.25,5.46,-3.21,0.04,3.26,4.67,2.52,4.48844e-05
2023-06-29,Vancouver,-0.67,1.09,-3.08,8.43,4.79,7.33,2.26,3.7004e-06
2023-06-29,Montreal,-0.54,3.66,-3.82,0.55,5.46,6.92,3.77,4.4e-05
2023-06-29,Calgary,-2.58,0.66,-6.81,1.0,3.25,4.76,2.28,5.13216e-05
2023-06-29,Ottawa,3.62,6.58,-0.03,5.29,3.15,4.39,2.26,2.28096e-05
2023-06-29,Edmonton,6.65,10.06,4.08,1.62,4.26,6.6,2.17,1.8022400000000002e-05
2023-06-29,Quebec City,4.39,7.67,2.1,0.35,3.67,6.01,2.65,1.8590000000000003e-05
2023-06-29,Winnipeg,1.84,6.35,-1.85,0.04,5.34,7.32,3.61,0.00023275999999999996
2023-06-29,Hamilton,3.3,10.09,-1.96,0.09,5.39,8.41,3.16,0.0002052864
2023-06-29,Halifax,2.75,4.53,-0.21,9.59,6.02,9.78,1.83,4.7916e-06
2023-06-30,Toronto,-1.54,-0.02,-2.51,5.06,7.11,8.85,6.04,3.48524e-05
2023-06-30,Vancouver,-1.15,3.76,-3.52,0.14,7.64,9.69,5.81,0.00023887160000000003
2023-06-30,Montreal,-0.24,3.16,-3.31,0.04,6.61,8.51,4.91,0.0001241856
2023-06-30,Calgary,0.22,2.84,-2.64,1.71,5.7,7.64,3.01,1.5839999999999997e-05
2023-06-30,Ottawa,-2.24,0.82,-5.86,0.02,5.16,6.59,3.79,5.92064e-05
2023-06-30,Edmonton,-3.76,0.68,-6.12,0.01,3.58,4.62,2.67,0.00019589239999999997
2023-06-30,Quebec City,-3.94,1.02,-6.75,0.53,4.64,6.65,2.93,0.00022274999999999997
2023-06-30,Winnipeg,-3.04,2.09,-8.45,0.18,4.95,7.56,3.39,0.00022274999999999997
2023-06-30,Hamilton,0.5,3.25,-1.13,1.58,6.63,7.94,4.24,2.5414400000000005e-05
2023-06-30,Halifax,0.44,4.79,-2.2,0.27,3.26,4.89,1.74,8.019000000000002e-05
2023-07-01,Toronto,1.62,4.46,-0.02,0.12,2.71,3.28,1.8,0.00014256
2023-07-01,Vancouver,4.39,8.47,1.08,10.69,6.83,9.71,3.85,1.5839999999999997e-05
2023-07-01,Montreal,-0.41,3.79,-2.97,0.44,5.04,8.23,1.97,6.126559999999999e-05
2023-07-01,Calgary,-1.8,1.36,-4.02,0.23,5.75,9.7,1.92,2.156e-05
2023-07-01,Ottawa,-4.11,-2.3,-6.18,0.33,4.45,5.52,3.25,0.00013629440000000002
2023-07-01,Edmonton,-4.98,-3.34,-6.12,0.26,7.85,9.86,5.35,3.10464e-05
2023-07-01,Quebec City,-6.2,-3.94,-7.9,0.34,4.74,7.81,2.33,6.54896e-05
2023-07-01,Winnipeg,-5.38,-1.18,-8.94,0.59,1.94,2.95,0.39,0.00019036160000000004
2023-07-01,Hamilton,-0.95,1.1,-4.41,1.53,4.51,5.86,2.92,2.8160000000000008e-05
2023-07-01,Halifax,0.82,3.08,-2.8,0.45,4.92,5.87,3.8,2.6087600000000004e-05
2023-07-02,Toronto,-0.53,2.93,-3.69,0.84,3.64,5.4,2.32,2.7460400000000002e-05
2023-07-02,Vancouver,-0.65,2.7,-2.96,0.25,5.42,10.69,2.27,6.23084e-05
2023-07-02,Montreal,1.26,4.65,-3.29,0.95,5.57,10.2,2.2,5.227640000000001e-05
2023-07-02,Calgary,1.45,6.53,-2.58,5.35,7.68,10.92,4.12,1.7600000000000005e-06
2023-07-02,Ottawa,-3.11,-1.45,-5.37,5.55,7.56,9.09,4.97,3.3303600000000004e-05
2023-07-02,Edmonton,-4.55,-3.13,-5.92,1.53,8.2,10.3,5.26,3.887840000000001e-05
2023-07-02,Quebec City,-3.19,1.14,-8.7,1.37,4.75,6.93,2.47,3.7241600000000006e-05
2023-07-02,Winnipeg,-0.29,2.05,-5.46,5.59,8.61,10.9,5.6,1.1e-05
2023-07-02,Hamilton,-5.64,-2.39,-8.14,0.37,4.12,6.62,1.44,0.00013629440000000002
2023-07-02,Halifax,-0.32,3.16,-5.45,7.08,7.28,11.57,2.92,8.91e-06
2023-07-03,Toronto,-2.63,1.24,-6.36,0.11,4.52,8.15,2.1,5.7182399999999997e-05
2023-07-03,Vancouver,-2.73,-0.52,-6.21,2.62,4.26,7.64,0.45,2.8868400000000006e-05
2023-07-03,Montreal,-2.31,1.14,-5.88,6.15,3.64,6.61,1.08,3.971e-05
2023-07-03,Calgary,-2.41,0.62,-6.54,1.94,2.59,3.89,1.0,8.518400000000001e-06
2023-07-03,Ottawa,-3.08,0.99,-6.62,0.57,2.0,3.13,1.28,1.6913599999999997e-05
2023-07-03,Edmonton,-2.23,1.84,-4.53,0.75,1.73,2.98,0.46,1.8022400000000002e-05
2023-07-03,Quebec City,-2.91,0.67,-5.44,0.02,4.4,5.98,3.1,4.94384e-05
2023-07-03,Winnipeg,-6.05,-1.52,-9.52,0.0,4.39,5.46,3.8,9.251e-05
2023-07-03,Hamilton,-8.53,-5.19,-12.13,0.11,4.45,5.39,3.86,9.50796e-05
2023-07-03,Halifax,-3.71,0.99,-6.62,0.01,4.47,5.57,3.77,0.000176
2023-07-04,Toronto,-4.69,1.33,-10.03,0.02,3.56,4.26,3.1,4.667960000000001e-05
2023-07-04,Vancouver,-2.86,0.61,-4.64,0.31,5.07,7.91,2.4,3.7241600000000006e-05
2023-07-04,Montreal,-3.84,-1.05,-5.83,0.61,5.15,6.31,3.68,1.8022400000000002e-05
2023-07-04,Calgary,-0.68,3.08,-5.15,0.31,5.53,8.39,3.59,2.8160000000000008e-05
2023-07-04,Ottawa,0.46,3.12,-1.42,0.04,2.49,5.6,0.88,4.57776e-05
2023-07-04,Edmonton,1.61,3.66,-0.23,1.95,7.22,8.8,4.27,4.667960000000001e-05
2023-07-04,Quebec City,-1.06,2.71,-2.83,0.15,4.78,8.35,2.25,0.00015551360000000004
2023-07-04,Winnipeg,-0.94,2.81,-2.99,0.29,5.51,8.38,2.54,5.227640000000001e-05
2023-07-04,Hamilton,-2.7,-0.05,-4.58,0.37,3.3,4.16,2.41,0.00010299960000000002
2023-07-04,Halifax,-3.03,-0.54,-4.87,0.42,6.69,10.52,3.92,0.00010435040000000002
2023-07-05,Toronto,-6.11,-4.69,-8.88,0.3,5.78,7.86,4.4,0.00011123640000000002
2023-07-05,Vancouver,-1.06,2.76,-4.71,0.34,9.24,11.47,7.74,6.765439999999999e-05
2023-07-05,Montreal,-4.09,-1.32,-8.89,1.34,6.69,7.97,5.45,9.37904e-05
2023-07-05,Calgary,-9.1,-5.94,-11.9,0.18,5.07,7.43,2.27,0.00028835840000000003
2023-07-05,Ottawa,-8.26,-4.24,-11.67,0.35,1.62,2.23,0.28,0.00010032440000000001
2023-07-05,Edmonton,-4.18,0.68,-8.15,0.28,1.63,3.41,0.5,0.0002368256
2023-07-05,Quebec City,-3.89,-0.89,-7.95,2.61,7.65,12.39,3.64,1.48016e-05
2023-07-05,Winnipeg,-8.08,-4.18,-10.99,0.18,5.11,6.79,3.91,0.00016903040000000003
2023-07-05,Hamilton,-9.75,-7.84,-13.13,0.15,6.87,9.9,4.56,0.00018490999999999996
2023-07-05,Halifax,-10.2,-5.71,-14.66,0.22,4.68,7.32,2.65,8.019000000000002e-05
2023-07-06,Toronto,-8.96,-2.31,-14.03,0.19,2.36,3.17,1.43,0.00024714360000000006
2023-07-06,Vancouver,-5.85,-3.81,-7.84,0.43,8.14,11.17,3.27,8.872159999999998e-05
2023-07-06,Montreal,-7.75,-6.71,-9.04,0.5,7.04,9.05,4.8,8.019000000000002e-05
2023-07-06,Calgary,-6.9,-1.7,-12.16,0.04,8.09,10.45,5.09,0.00011979
2023-07-06,Ottawa,-6.41,-0.65,-10.6,0.01,8.59,10.13,6.2,0.00037004
2023-07-06,Edmonton,-3.69,2.61,-9.82,0.89,4.44,6.23,2.98,0.0003855104
2023-07-06,Quebec City,-4.85,0.09,-9.58,3.52,11.53,14.33,7.51,4.667960000000001e-05
2023-07-06,Winnipeg,-9.23,-7.25,-10.63,0.31,8.68,12.54,4.54,0.00013629440000000002
2023-07-06,Hamilton,-11.07,-8.31,-16.05,0.53,6.54,9.33,4.03,0.0002347884
2023-07-06,Halifax,-11.53,-7.37,-15.71,0.17,4.27,5.88,2.09,0.0005237100000000003
2023-07-07,Toronto,-8.96,-4.49,-13.81,0.39,3.25,4.9,1.33,0.00024714360000000006
2023-07-07,Vancouver,-10.71,-6.32,-15.4,0.01,4.2,5.45,2.69,0.00044774840000000007
2023-07-07,Montreal,-10.23,-5.74,-14.0,0.01,4.49,5.72,2.92,0.0004039596
2023-07-07,Calgary,-12.04,-8.65,-14.59,0.3,5.16,6.52,3.68,0.00025768159999999994
2023-07-07,Ottawa,-10.92,-8.62,-14.49,1.27,5.86,8.45,2.67,0.00010435040000000002
2023-07-07,Edmonton,-9.23,-4.23,-15.98,0.16,3.32,4.32,2.09,0.00041740160000000007
2023-07-07,Quebec City,-8.76,-6.07,-10.8,3.4,5.76,9.48,3.73,0.0001622016
2023-07-07,Winnipeg,-12.54,-9.85,-16.72,6.29,9.1,12.78,5.06,6.875e-05
2023-07-07,Hamilton,-10.31,-5.18,-16.44,0.01,3.76,5.07,2.28,0.0003751616
2023-07-07,Halifax,-7.07,-4.33,-10.92,0.45,4.78,6.75,2.5,9.251e-05
2023-07-08,Toronto,-7.69,-4.12,-11.71,1.05,3.77,5.07,2.9,0.00012566839999999998
2023-07-08,Vancouver,-8.21,-3.65,-11.52,0.36,4.43,5.45,3.69,0.00027061759999999995
2023-07-08,Montreal,-7.42,-2.02,-13.01,0.09,4.23,5.43,3.47,0.0005328576000000001
2023-07-08,Calgary,-0.94,1.74,-4.24,3.07,8.0,11.95,4.53,4.667960000000001e-05
2023-07-08,Ottawa,-0.3,2.72,-3.17,0.65,7.79,10.15,4.02,8.997559999999999e-05
2023-07-08,Edmonton,0.68,6.55,-3.32,0.06,6.94,11.26,2.11,0.0002838704
2023-07-08,Quebec City,-2.72,0.72,-6.59,0.08,5.53,6.55,3.44,0.0008441136000000001
2023-07-08,Winnipeg,-2.24,4.07,-7.9,0.1,4.08,6.46,0.67,0.00077616
2023-07-08,Hamilton,1.05,5.23,-2.28,3.81,6.36,10.88,2.25,0.00033033440000000014
2023-07-08,Halifax,1.8,4.73,-2.46,1.33,4.84,8.41,1.1,9.768440000000001e-05
2023-07-09,Toronto,-3.33,4.01,-8.94,0.47,11.14,15.22,8.39,0.00021684960000000004
2023-07-09,Vancouver,-5.83,0.02,-11.26,0.03,6.94,9.08,4.58,0.0005237100000000003
2023-07-09,Montreal,-0.45,5.96,-5.23,0.01,5.73,8.34,3.72,0.0007324416
2023-07-09,Calgary,-5.34,-2.55,-10.61,0.08,7.0,9.91,4.8,0.0008596016000000001
2023-07-09,Ottawa,-5.95,0.29,-11.97,0.26,8.18,13.03,4.53,0.0007432524000000002
2023-07-09,Edmonton,-6.39,-0.69,-10.45,0.05,4.81,7.43,2.9,0.0004201163999999999
2023-07-09,Quebec City,-6.8,-0.33,-13.19,0.1,2.5,3.7,1.76,0.0007687855999999999
2023-07-09,Winnipeg,-0.62,8.61,-10.26,0.0,5.71,9.79,1.94,0.0004820684
2023-07-09,Hamilton,2.98,10.59,-1.13,0.01,3.19,4.66,0.5,0.0009269963999999998
2023-07-09,Halifax,7.01,14.91,-2.22,0.04,6.66,9.02,2.7,0.0006830384000000001
2023-07-10,Toronto,11.53,18.55,2.3,1.51,11.34,15.38,6.93,0.00033033440000000014
2023-07-10,Vancouver,1.26,9.87,-5.26,0.01,8.28,13.93,2.99,0.0010607564
2023-07-10,Montreal,-0.87,5.51,-6.32,0.0,5.92,8.48,1.98,0.0012877964
2023-07-10,Calgary,-1.49,2.05,-5.91,0.17,8.16,11.78,3.73,0.0011354816
2023-07-10,Ottawa,-4.3,-0.06,-8.49,0.0,5.03,5.99,3.88,0.0013165196
2023-07-10,Edmonton,-0.31,2.94,-3.03,0.03,4.97,7.68,1.69,0.00025343999999999996
2023-07-10,Quebec City,3.47,10.7,-1.82,0.0,2.03,3.6,0.2,0.0008211456
2023-07-10,Winnipeg,1.64,6.08,-4.28,0.27,7.85,10.0,2.83,0.00018490999999999996
2023-07-10,Hamilton,-1.07,4.96,-6.29,0.16,4.41,6.69,0.6,0.0014095664
2023-07-10,Halifax,4.08,12.78,-3.07,0.25,3.31,5.06,1.62,0.0013261644
